BATCH_ID,AMOUNT_TIP,TOTAL_EARNINGS
336705666,15.25,25.89
339599724,19.37,30.71
337911849,6,17.12
340388992,11.96,33.78
337148174,3.3,13.37
337058070,22.54,36.14
336592696,10,21.89
338615533,9.38,17.29
338402399,2.09,11.71
338894609,3.67,10.67
337110102,12,19.29
337646981,18.13,33.15
339878288,16.09,29.91
337547188,14.73,28.63
338771290,10.1,17.81
340122562,3.99,22.09
340274824,2.04,11.04
338326890,12.38,22.42
336219917,13.7,23.2
335894775,30.79,41.13
339328988,40.46,56.5
338106145,13.92,27.82
337396770,12.25,26.12
336663156,7.85,22.91
336367791,15.51,34.86
340663775,20.48,38.01
340264176,6.98,26.53
340098605,2,12.64
340416522,27.74,41.78
338899990,3.35,25.7
340516698,21.02,41.98
335995973,21.83,36.24
338921925,12.23,20.75
339508658,8.18,16.36
339731434,7,17.98
338061927,3.61,18.61
336708565,15.08,32.88
340754297,5.14,14.92
336188125,7.91,15.26
340313078,0,18.01
340307778,31.06,38.6
340593656,12.65,22.67
336378350,27.18,43.08
337298594,7.05,16.25
336179908,15,28.7
336602692,12.23,23.29
336898550,4.97,16.62
339467922,14.58,25.45
340746731,6.91,15.55
337389924,80,102.45
336924551,7.06,21.08
338486464,12,25.21
339365435,23.65,40.7
339815942,13.83,24.13
339729520,9.38,24.02
338096840,23.48,36
339624735,2,22.72
337407858,6.05,16.88
338711717,6,24.65
338045593,4.47,11.47
339715742,12.97,25.06
338861203,11.28,18.53
337656730,21.87,38.11
337128325,35.96,53.84
336952365,3.6,10.65
338278859,2,15.15
340579849,5.44,18.92
340395558,23.34,44.78
337138933,18.99,45.5
335893798,6,33.67
338772630,3.88,26.97
340274136,19.46,33.46
340769295,15.89,42.75
338842341,0,13
339592594,4.48,21.01
339992033,15.64,30.53
336693925,22.71,36.02
337704119,12.85,33.72
337717955,7.87,16.66
335967947,12.87,22.86
339485668,13.86,27.37
336789794,11.48,22.33
338417032,13.61,31.97
336498463,7.45,20.13
336733979,6,34.57
339463245,3,19.38
337937314,2.02,9.02
337781664,10,17
339551889,5.25,18.25
339485317,14.28,29.74
339112696,6.88,21.37
340582749,37.92,50.61
338075065,46.8,65.68
336800980,1.94,13.45
336688365,13.28,27.69
336517798,3.41,19.89
337233004,20,29.57
338469226,15,28.08
337142797,5.4,12.4
336617073,10.21,31.48
336812267,2,9.24
337770407,9.38,24.13
337259427,13.83,23.07
339994978,7.6,14.6
339672554,14.12,23.66
335773547,15.93,31.59
335919296,25.5,49.71
336705293,6.01,30.69
337209647,24.62,34.61
340382554,10,17
338018668,16.61,29.73
336605411,20.8,29.3
337388852,4.97,19.29
338504931,1,19
337100543,4.57,22.99
337866475,5.52,13.63
338274274,22.68,45.43
337059326,5.25,16.51
339624721,7.81,26.9
336140293,49.19,68.41
335828765,2.53,17.98
337360166,5,20.27
339954048,16.43,27.66
337393997,12,27.96
338834007,17.78,26.73
340325664,21.2,31.91
339924320,26.77,46.85
339271254,10,22.77
336597879,15,23.5
336456951,30.74,50.97
336514281,10.08,27.6
340556024,11.15,31.61
337817397,7,31.53
337263980,13.09,20.09
335870140,4,12.25
336111568,16.48,36.28
338327093,32.54,46.04
337189835,16.13,30.12
340693642,24.67,34.49
340731559,19.74,43.71
338236425,7.97,35.58
336601872,9.81,29.59
337554005,28.24,52.5
337020731,16.41,34.19
340548684,18.01,37.97
336808365,10.39,17.72
337054758,8.59,21.58
337394564,22.82,44.73
337741025,13.27,25.73
335689577,15.93,31.29
336375452,5,18.45
337173352,2.4,16.2
338800071,14.74,22.05
337194446,1.5,8.5
336771768,3.2,10.2
338124896,2,9
340582505,12.62,27.73
340358105,26.42,37.94
340656360,13.12,21.53
340286711,30,50.23
337004931,7.74,19.28
339422327,11.33,36.85
336986250,8.21,15.21
339152059,22.46,43.88
336807542,2,11.37
336006743,35.2,73.14
340284036,27.14,43.65
338817895,26.76,44.1
336814677,2.16,10.43
338512916,10,21.54
339806126,12,31.86
338558797,10.43,18.78
337788629,12.6,26.95
336774361,23.36,50.65
338280143,15.32,45.6
338707043,23.68,34.96
337343371,107.77,134.19
339774099,17.72,38.24
338404907,9.4,24.15
339992300,14.91,30.35
340719941,11.73,26.85
340605172,15,33.7
340534960,20,34.14
340598351,2.5,9.5
337394886,8.54,15.54
336909811,27.81,43.46
338801336,19.53,29.82
338873556,2,9
338657071,7.98,19.09
336637782,8.37,20.21
340451211,9.04,21.13
336308549,8.91,24.6
340748879,9.58,34.31
336619030,8.62,20.33
339983353,11.78,30.73
337726833,7.27,14.27
339443678,10.93,22.19
340472317,12.8,24.95
336034287,14.64,23.89
340527944,4.08,12.19
338527505,10.47,21.93
338252538,11.73,22.07
336130788,10,29.11
339297648,2.05,9.05
338654531,17,28.82
336705299,6.03,16.56
339494290,6,23.59
337692615,20,37.48
339322186,19.46,50.78
337076449,11.3,23.17
336038609,27.85,56.01
338367872,12.24,31.79
337759552,7.95,15.48
337997296,11.65,21.63
338297001,10.66,30.52
338922595,4,15.9
336673999,6.76,13.76
339313588,1.41,17.28
337386549,7.5,15.17
336648942,17.64,32.38
340685932,17.29,37.96
340675638,4.36,15.36
340292166,43.67,64.23
337781267,15.33,32.63
336727160,7.62,16.64
336506264,16.29,34.02
337386232,15.07,29.34
335820771,22.23,37.17
336584110,8,18.58
340458365,25,38.14
339306451,5,12
336435193,10.81,27.76
338122048,2.5,9.58
340547603,19.74,49.44
340603105,33.55,50.69
340099090,7.04,27.15
336799219,21.87,32.72
337061858,4.8,16.23
338095426,23,38.8
338813476,4.33,18.05
336336478,14.86,30.11
338876680,5.35,17.13
339889453,9.54,17.91
338546402,16.42,25.75
338891490,4.04,15.09
338560027,27.27,42.35
337857077,15.96,35.74
336784828,2.28,12.68
338585922,13.64,29.22
336795253,4.55,15.72
336541887,2,16.79
336193438,7.4,14.84
336062173,14.56,23.49
339865096,29.71,50.89
336545730,8.81,23.86
336765987,0,7
338123605,5.68,12.68
335961110,43.41,56.43
336021472,4.9,11.9
338726438,9,18.68
340720776,8.18,16.15
339035592,6.71,24.19
336071938,23.59,46.54
339586161,17.26,36.05
338016948,2.12,15.74
336038880,54.88,70.15
338846605,8.76,22.06
339614764,17.83,32.62
337391124,5.95,12.95
337057999,32.92,53.91
336214762,14.82,33.6
339909375,17.06,30.45
336212435,8.25,24.94
338061961,2.11,11.11
338105901,2,15
337936936,3.85,11.46
336556705,4.17,22.44
336780709,5,22.55
337062350,18.11,33.84
336618501,11.14,22.55
340424040,3.28,10.28
336218189,10,17
338018813,2,13.84
338298634,2,13.43
338201550,21.25,35.48
335867497,3.75,28.34
338496784,38.57,55.64
338372138,13.3,26.76
340520881,15.36,34.75
337762934,2.53,9.53
336774810,6.07,30.66
339507356,11.57,32.38
338889942,27.2,46.19
338009482,15.28,22.54
336591324,9.49,22.16
337094756,34.97,62.51
339531165,6.56,18.79
337048196,11.82,21.63
337086783,37.2,65.57
337695648,26,39.21
338066654,10.59,29.71
335890871,25.91,34.79
337867558,10.46,34.37
339364970,2,15.31
338889419,4.52,11.52
338342919,2,17.79
337638660,31.85,48.14
340661556,15.89,34
340413300,14.77,26.44
340789051,8,23.88
338242743,5.49,23.03
339876574,11.02,32.14
335690376,5.61,17.73
337705698,10.85,41.37
336070648,9.62,18.32
336211031,5.97,15.59
336143608,17.35,26.02
335970175,10,24.28
336514068,20.27,31.76
339914283,3.45,15.56
337187328,36.52,55.16
340606359,13.56,27.84
335988619,34.09,76.87
335764232,2,16.92
337289322,34.58,53.41
340184608,5.12,27.14
338409736,50,73.35
338081591,9.98,25.71
335957507,29,43.45
336649220,12.74,26.43
340548612,14.91,30.17
340712649,3.58,11.47
336057015,5.49,13.22
336995813,16.15,24.65
339180776,9,38.73
339124567,15.58,30.44
338587092,17.4,32.61
337711793,34.07,47.83
339946319,9.73,21.55
338461036,31.84,44.53
339856368,7,15.39
339358653,14.73,34.32
337048735,60.86,84.97
337970691,5.68,27.22
335786880,2.54,16.84
336514628,20.53,37.16
337036757,6.12,14.4
338793416,7.94,22.94
338898544,16.77,33.99
340713379,7.45,21.35
340108665,3.32,23.9
340155368,10.46,30.44
340549399,10.8,33.97
337233163,8.56,26.08
340320497,10.54,23.33
340387001,35.27,68.99
340714157,5.32,24.49
339321967,15.68,37.81
340542117,2,13
340136118,20.84,35.74
337393658,2.1,13.13
338907393,16.31,34.14
337746287,4.78,43.29
339972580,20.3,40.32
337744171,16.85,24.45
340554070,15.64,30.86
338847720,8.24,15.61
336548566,25,41.25
338451852,38.85,56.34
339938213,15.05,34.12
335909814,4.48,14.05
339447619,13.86,30.74
335934131,15.03,29.51
335796538,8.97,25.54
337073430,24.38,35.8
337701294,26.13,40.93
340728282,12.13,28.28
339740415,18.29,29.64
338120968,14.94,29.55
336501912,2,16.96
338909795,2,9
339551488,6.74,17.52
335840732,46.02,62.13
339404855,10,38.11
336687209,2.27,9.27
338619100,15.66,25.32
336374941,7.45,29.88
340386980,5.4,12.4
340195641,20.98,56.08
340535147,14.29,27.63
339938359,6.18,19.92
340203034,3.4,21.96
338911399,11.59,25.3
340582752,27.26,39.88
335925432,21.36,31.68
337325101,2.98,9.98
338585935,27.12,44.12
338397426,18.12,31.85
337015215,12.26,25.98
337738590,10.88,28.54
338914325,5.99,19.13
337120485,10.53,19.42
338098930,20.13,38.44
338684780,7.02,18.72
338442158,6,16.63
338286508,14.47,27.63
337978687,14.16,42.38
336514583,14.71,26.3
337968692,2.8,10.31
336654320,42.07,65.34
339843662,16.93,36.87
337968757,3.25,10.25
338639376,3.77,11.32
337701423,15,41.22
339748519,5.02,18.1
337541938,10.52,25.65
337360846,13,30.05
339818611,27.57,43.39
336422100,11.03,30.48
335955858,2,9
338530688,10,17
336557045,10.14,27.9
336460098,26.4,38.21
335904816,17.24,33.36
336589985,10.26,37.24
338266150,6.52,15.45
335751810,5.37,12.98
340576185,8.73,15.73
336454736,13.32,32.67
337390791,13.44,30.09
336114881,2,12.41
337915612,2.08,15.9
338066665,29.82,44.91
338521731,0,27.18
336881343,32.69,54.99
337139147,10.04,44.67
338897233,5,18.12
336640047,15.28,31.94
336752487,25.18,57.43
339567502,27.75,46.8
339192520,4.91,11.91
338526806,3.37,10.37
336789566,9.14,16.14
340314430,17.36,38.66
339439431,10.72,17.72
340375833,21.24,31.08
339427139,4.6,28.54
339279069,8.95,18.43
339330371,25.66,45.95
339450919,61.85,96.49
340442324,21.2,35.36
337158357,20.48,38.91
335856359,19.09,30.35
338890653,5.78,19.92
339395206,5.07,17.08
335967142,27.5,43.17
339493175,7.5,18.5
336652678,10,17
337862911,11.46,27.48
336525975,2.54,11.94
337110098,2.93,11.41
336631241,25,44.08
338105942,3.37,16.09
339916049,14.29,33.11
339065934,8.72,23.96
336189031,2,9
337036735,20.18,38.56
339599292,11.91,19.64
339580775,31.98,44.41
338626274,2,17
338630765,7.19,25.14
339951876,4.8,18.58
337408205,2,9
339388438,4.7,15.57
339828510,8.35,32.97
338409485,31,57.99
337695231,38,72.65
337609743,8.11,15.11
339454077,7.42,16.42
336208283,7.9,19.17
337862083,35.01,54.58
336804342,5.05,18.36
337759515,14.12,26.47
339578781,2,22.83
338485568,15.86,37.63
338092323,4.04,14.21
338894762,7.9,21.37
337013445,19.39,38.34
337053184,2.28,12.06
336464720,22.5,38.47
340209965,15,29.46
340202096,16.85,41.9
336976608,2.46,11.97
337548701,20.66,33.17
337147335,4.15,12.5
337339975,4.49,23.35
336217737,7.58,15.64
339678682,14.91,24.08
336939123,4,13.78
339347089,36.23,64.06
339322768,4.3,35.28
337883290,20,35.48
337392252,3.6,10.6
340654603,6.61,28.56
340720778,17.89,35.43
336667583,9.59,19.04
337397637,4,15.26
337692660,12.23,19.23
337376680,6.14,16.26
336769370,21.08,54.1
335912542,11.09,24.72
337861683,17,29.15
339130994,16.32,39.7
337288786,14.89,33.67
336152208,20,35.67
340549534,12.7,31.79
336784594,16.44,39.02
338749739,9,24
336218852,4,11
340580499,14.6,36.09
340269735,4.23,14.38
340613070,63.36,71.29
337893004,5.46,32.23
340444061,2.04,24.6
340588701,12.67,26.5
340566235,8.23,26.83
337331504,11.35,25.29
340654527,10.96,27.68
340750534,7.94,18.26
339507220,22.62,34.18
340509436,11.64,34.9
339641907,12.63,29.42
337734908,6.7,18.72
338587421,23.16,38.44
336407097,4.99,13.47
338382257,3.59,14.31
340427975,2,11
336730165,3.82,14.21
339054729,46.84,62.2
339560402,2.12,19.93
338084462,8.37,21.28
335874081,22.88,56.63
336172123,37.96,62.69
335891537,10.38,17.71
338074755,2.75,9.75
337279182,3.79,10.79
337732361,0,12.5
338747852,17.75,29.43
336178876,6.04,13.48
337170171,28.47,42.4
339424010,10,35.98
340535747,8.96,27.85
337128467,17.15,27.09
340642974,4.45,12.54
340718524,13.25,25.43
340468082,9.96,21.07
340706940,39.09,53.58
340381471,15.49,28.85
336208163,5.09,14.86
340182333,9,26.08
340759107,11.97,37.79
336804955,14.64,34.39
340774760,5,19.43
337374450,13.78,23.57
335978457,12.57,32.76
337322808,4.62,21.55
337637991,19.44,32.23
338841921,6.38,16.51
335896597,54.95,66.29
337768904,5.27,12.27
336427561,18.24,32.08
339987727,4.2,11.92
340297996,19.36,46.94
340553625,3.77,16.85
336935121,41.5,56.19
336054691,47.79,61.89
336783919,10.88,27.4
337742360,41.56,57.63
336072638,5.04,22.28
338428140,10.37,33.63
336482675,3.96,12.96
338043271,11.82,33.55
338577997,53.55,67.57
340323692,25.53,39.01
340467944,2.82,12.82
340433672,13.88,23.88
340576278,3.23,16.23
336523997,11.6,32.91
335736215,2,11.52
337178526,8.52,19.53
340613077,6.85,21.54
340675819,22.14,37.63
338605142,2,9
336198472,2,9
336799458,6.24,13.24
336589968,8,15
338751141,11.2,34.1
335879458,3.96,13.02
337784951,12.28,28.65
336696000,2,12.22
336342775,5.49,15.5
335889750,10.52,22.35
335712046,10.08,40.46
335950305,7.19,21.1
338051542,2,9.32
337175620,11.73,29.6
340330810,72.77,89.26
337291719,13,22.29
336463887,27.22,38.19
338406180,5,12.55
336584350,4.15,14.15
338538653,16.75,27.83
339040193,4.76,14.7
336097194,26.66,47.97
337800898,8.93,16.99
336777986,5.09,13.22
337573421,25.16,39.6
339424942,9.04,23.32
337056640,18.04,48.05
338060315,4.68,11.92
337374372,10.63,34.22
335685674,21.33,33.67
339155411,10.03,19.07
336752094,5,17.69
336531989,13.85,30.53
338098665,11.16,22.1
338496450,46.76,66.7
338336030,0,26.92
338084016,48.04,66.67
336715760,16.67,33.94
337084904,17.85,32.67
338266291,24.1,35.09
336935207,8,15.19
340523884,33.48,44.88
338898513,12.76,24.02
338253700,21.92,40.1
336634418,9.15,26.86
339604275,14.28,21.89
337339143,2,9
339611687,3.84,18.53
337849864,10.54,22.31
336571294,32.67,48.81
338524002,6.71,26.14
337312428,10.8,19.57
335893801,6.43,13.43
337235429,28.69,39.18
336445633,77.83,87.94
338411570,7.08,14.08
337880346,3.03,14.83
338633272,12.65,33.77
338018797,6.99,15.91
340650268,64.46,92.23
337866277,18.41,41.81
340614601,58.8,77.7
340670808,11.05,26.03
338849981,30.06,45
337066671,47.3,63.87
337868654,41.08,64.65
337489971,0,17.5
336578575,29.64,49.55
336472382,7.14,17.43
338001060,9.36,20.25
338404827,20.89,37.06
337376175,7,20.55
340273315,11.57,25.97
340374245,6.56,17.19
338104504,11.02,32.53
338915528,3,17.93
338905777,13.28,20.28
337773191,10,43.3
335917364,14.55,26.24
340777397,19.32,39.58
335923794,27.91,47.3
340353083,20,31.3
337599429,12,29.39
339955836,5.95,15.64
338093675,4.04,14.89
337738183,7.8,25.29
337159130,7.94,27.41
337349230,10.77,17.77
338846624,3.89,14.25
340479812,9.98,23
338393028,2,14.09
340323994,8.63,37.49
340727566,11,30.8
340489569,8.24,20.36
338082684,11.24,26.48
337384994,8.46,21.46
340145660,8.42,23.54
340296644,7.26,15.12
340561162,10.07,24.44
340499857,10,33.37
339498123,14.14,27.69
338729431,26.69,37.63
338267610,8.45,25.02
335908531,5.86,16.21
336072471,2.89,9.89
336181571,14.18,30.94
338800085,23.73,38.24
335781117,9.88,25.38
337404757,5.65,12.65
337923154,21.58,36.42
337833106,20,30.08
336801330,6.88,14.23
339917308,11.16,18.16
338047282,5,17.98
336143652,13.54,29.47
336961193,42.08,56.32
339940489,10,29.12
337786980,47.92,65.14
340391197,7.78,31.68
340497878,6.73,28.33
338428028,35,70.67
339379340,9.13,22.5
337134111,5.42,15.61
338119954,15,22
337393118,13,26.59
337731578,20,37.13
335859214,36.91,51.08
336498611,11.08,32.35
337181683,20.94,52.12
335898093,14.12,42.08
338760804,109.17,143.39
338555167,4.04,24.49
339326335,17.27,25.71
335993343,16.19,35.35
339665194,50.75,64.08
337393237,14.89,32.12
337927443,4.61,11.61
336790217,7.5,14.5
338879010,11.2,22.87
336730106,10,17
336999818,4.54,15.3
339911402,22.47,42.84
336735200,8,22.36
336016106,17.77,34.76
337788429,25.25,44.33
335879578,15,22.14
338280196,4.5,38.2
336781622,4,20.01
337551967,6.1,14.73
338107416,7.58,18.83
336496945,5.11,16.84
339911836,8.35,19.72
338250982,18.61,50.34
338916651,9.73,29.59
337759558,18.24,34.33
339103404,4.89,17.5
338301147,15.23,32.17
339236446,2.74,12.14
336404878,11.33,18.33
337290295,14.72,32.07
338693408,22.38,35.49
340695550,30.54,40.04
337158443,16.04,31.16
337402408,5,12.5
335748094,11.82,20.31
338849414,4,12.92
336621939,19.66,32.82
336814082,4.94,11.94
340627404,5.05,18.07
336365510,21.86,40.58
338489414,5,12
338541447,19.74,26.74
336050209,10.49,23.86
336683869,5.62,14.29
337807423,20,27.09
337354848,27.89,51.1
336207897,5.16,13.27
338794218,18.41,35.68
336682562,0,7
337078763,7.25,16.58
337036336,13.16,28.07
339839138,2,9
338858084,2,13
337383979,3.62,10.62
339914124,8.12,32.59
337704359,11.98,27.38
338529239,15,27.62
340601461,2.79,9.79
337927620,12.61,30.61
337739267,21.92,61.69
335760271,14.6,30.62
338883545,2.92,18.69
335917440,10.91,22.72
338417639,6.57,16.64
336782825,8.63,17.37
338340797,3.86,11.28
336556718,9.02,23.36
337605596,24.91,39.98
336042185,20,32.45
339803177,4,11
337771059,12.33,29.63
336002943,20.3,29.4
336605315,15.41,26.4
339276377,15.54,32.11
335975330,13.3,20.3
337253080,2.77,9.77
336501856,14.93,24.21
337342460,34.81,44.89
336804836,10.23,25.97
339916667,8.73,25.9
340111241,12.89,30.55
338865316,32.6,47.95
338792405,3.74,15.37
336207609,15.71,43.47
335867716,12.5,30.81
340759062,5.37,12.37
338818585,2,9
335970605,26.76,36.27
340585588,8.6,22.14
337850274,15.81,28.53
338069741,5.5,13.57
338678139,0,11.27
339471277,6.23,18.59
336142234,15,39.64
337178591,16.19,35.86
338081967,19,37.77
335906044,10.39,21.06
336320527,3.05,12.42
336482684,4.32,17
335729804,8.55,22.32
339773733,2.69,9.69
336194177,4.32,13.24
335887758,50,81.74
337686123,8.37,20.23
337889718,2,9
337920958,15,27.19
338421076,15,24.58
338702921,46.69,61.52
339826697,3.83,12.63
337377462,6.93,20.76
337740175,49.35,78.25
336581341,4.3,12.31
338763751,17.8,45.02
336650651,9.76,26.03
336530733,37.39,54.06
340512021,12.47,19.47
340618436,11.78,20.19
336815464,2,9
340132929,29.88,43.59
336971049,6.49,18
340680917,5.12,12.12
336494655,49.89,76.86
337485645,2,9
340691142,5.03,17.1
337357985,9.57,36.75
336167706,3.9,10.99
339469925,21.24,44.5
340359377,20,43.62
338014982,6.52,21.11
338803932,2.11,9.11
336402454,11.74,18.74
338409662,22.34,39.91
339810863,13.99,25.4
339557103,4.55,26.29
340371652,16.84,30.39
339925561,5.95,13.5
338628337,17.18,31.28
338539832,3.33,10.33
340611081,11.32,32.4
338464204,41.42,51.48
336470977,48,75.35
338572728,50.36,76.7
336979153,25.8,38.81
336815291,12.34,22.88
340627442,20,30.68
337885870,7,17.26
336406580,6.62,15.07
339900275,13.52,29.54
336775103,25.62,42.08
338416692,88.73,114.59
337200671,17.84,38.3
337283939,15.69,38.9
339107382,12.53,31.6
340271103,8,33.76
338546331,5,18.77
338201354,3.47,16.85
339419582,12.51,29.52
338093057,2.53,9.53
336170686,15.69,28.71
336615625,16.15,28.67
337948065,17.55,26.42
335867830,21.57,44.38
336767317,5.22,13.43
340648774,15.44,29.98
338101128,4.97,11.97
338769146,10,18.03
338731298,28.55,47.22
337084599,17.36,47.03
337740255,23.4,53.15
339419172,26.38,54.45
336058943,4,11.09
337275024,15.78,29.89
337107339,2,9
340334575,25.46,43.12
335997018,4.68,14.06
339590208,7.63,17.63
338482208,15.56,33.31
335884395,25.68,39.78
338884167,10,27.23
336731131,22.13,49.69
336004128,9.44,30.37
339890806,10.86,17.86
339389119,10.76,22.5
337956764,11.13,18.13
340541114,7.4,17.15
338726519,3.33,19.68
337991500,5,25.52
337952016,6.68,22.2
340181077,0,23.55
337392146,14.9,30.77
337703144,6.88,23.96
339820301,21.64,32.7
337365367,7,16.31
338045655,8.07,18.17
335852277,89.33,122.11
337874995,8.57,17.49
340353015,3.21,11.57
337837271,18.86,36.52
340631124,6.76,15.94
338570094,8.52,27.43
336667654,12.03,34.84
338072169,0,16.04
337258649,2.21,20.6
338218081,6,21.38
337725859,30,47.77
338653433,17.44,38.16
336346798,24.34,36.08
337020981,35.04,53.93
336064123,2,9.17
336010752,9.28,24.03
339463007,4.23,19.81
336209774,8.54,15.77
337519621,9.15,29.03
339038862,10.63,31.36
336772700,2.54,18.93
338878842,6.38,15.47
336179501,30.15,57.09
337186474,17.22,24.96
336754999,5.27,15.63
338207221,11.57,33.84
337861211,3.01,18.76
337342579,13.67,20.67
340698507,12.24,28.88
337800110,5.07,13.35
340130340,5.55,12.63
337095156,17.38,39.84
336656541,15.1,27.92
338402253,3.7,10.7
338295996,8.91,19.53
336693887,26.13,57.71
336578647,12.71,26.98
337934687,14.81,33.2
335955598,19.88,26.88
337313869,5.49,13.76
337258632,3.5,12.05
336804822,3.6,10.6
337080332,7.25,14.45
340227433,30.16,48.92
340604098,5.28,20.88
336499272,20,43.26
339721639,9.96,23.24
337695298,33.87,59.27
337649823,4.6,13.78
338682808,17.5,36.61
340216942,11.35,21.55
340570345,29.22,49.14
338916305,3.02,10.88
339983326,7.83,29.56
338787357,17.65,32.82
337540626,7.48,17.05
336053120,4.03,14.58
338912955,7,22.46
337641677,13.3,23.69
339592679,6.99,20.39
338078586,4.62,11.62
337386329,1.5,10.85
336412754,7.1,14.1
338410016,33.25,63.2
337796918,55.98,68.52
337405524,26.95,38.31
337393683,14.6,37.76
337223906,7,17.31
336757533,13.62,31.62
338857352,1.88,8.88
340119661,9.9,36.24
340688354,14.61,25.74
338307524,15.5,31.27
337879454,7,24.77
338813448,33.01,47.34
337030661,11.86,25.23
335911055,22.43,36.91
337363984,19.96,27.91
337389016,4.14,11.14
339475564,38.93,68.86
337243794,10,31.04
338534656,14.1,24.72
339290205,58.7,85.54
340355291,21.8,34.82
339588847,3.64,10.64
336633755,8.09,17.73
338475698,7.06,24.39
339339233,7.11,24.95
338065121,4.28,11.28
340473521,4,11.24
336949882,5.96,25.69
338491437,14.01,26.3
338095616,7.06,25.81
336379696,18.8,31.94
338081861,7.15,18.44
340734620,0,12.83
336351150,10.45,23.08
336512098,18.56,39.29
337326678,6.7,35.29
337874861,12.19,21.93
336969599,3,10
336705565,2.4,9.4
338862657,6.17,16.44
338454692,6.6,16.61
337400306,2,9
336722293,4,24.09
340406694,13.89,29.93
340218681,10.96,18.19
336638606,10,30.55
338583655,12.7,39.88
338091430,3.24,10.24
340253610,5,20
340453398,21.99,49.75
337013637,27,39.15
340744621,20,40.88
340373078,45.73,72.01
340651960,28.6,51.09
340770008,11.22,20.21
337407399,2.34,9.34
338726361,15.51,23.46
335936846,3.63,15.19
336451082,23,36.39
339628861,4.93,12.62
336198160,10.8,20.4
337137744,10,19.61
340345490,2,12.77
337393246,1.8,8.8
337022164,10.37,18.31
340379776,2,9
340577834,72.08,95.28
340245287,5.35,15.29
340642985,1,12
336440441,0,12.63
338796109,20,29.45
338409491,20,36.41
336082861,32.28,45.87
337295216,8,15
336654353,16.16,30.88
335983612,15.2,39.15
339062542,9.48,23.07
339592430,3.17,22.97
336482637,8.88,25.88
337140627,40.13,57.59
339920568,8.1,16.68
337302648,15.16,36.29
340632833,5.81,22.81
340747879,4.92,18.47
339466177,22.32,50.74
336408140,6.09,18.95
337485672,4.69,16.74
336714655,3.79,17.53
336290402,8.4,19.99
339658776,28.4,42.32
336464527,11.44,30.71
340126908,9.08,31.22
340172543,8.35,21.95
338609360,8.66,21.64
338548754,29.26,38.73
338119274,8.71,23.55
340548694,30.64,46.43
339480932,30.74,52.49
339793580,7.45,18.43
335857877,26.28,45.92
338434405,4.56,28.56
338005093,16.82,33.5
340375750,10.23,17.4
340296491,20.72,68.58
336736279,2,12.04
338327514,9.12,16.12
338789237,17.54,30.44
337081580,13.72,27.39
336155250,18.59,37.94
337282207,36.62,70.82
340202264,29.54,43.31
337014708,6.21,25.97
339241425,13.99,25.17
336479984,6.54,36.12
337052569,0,8.74
336322660,5.1,12.31
338047280,6.69,22.73
337810992,28.69,40.58
337852381,0,7
337743681,19.7,30.05
336046887,10.56,36.5
337820700,20,32.41
339358735,15.11,32.71
337760844,25.3,50.73
336637092,7.02,31.32
336154494,15.64,27.84
335875007,15.34,25.31
335819784,17.89,26.92
339990125,10.85,26.8
340477496,7.57,14.57
336682141,15.22,36.58
338611050,32.48,40.04
337249394,12.82,25.55
336793189,24.71,34.92
338092586,9.34,24.9
336213720,10.74,27.7
336092670,8.57,22.46
336602472,6.82,18.92
338035799,16.59,23.83
337737819,40,55.22
338269458,30,43.36
339344227,10.89,22.58
336956688,25,42.36
336742967,22.66,34.93
339937039,7.25,16.12
338368954,4.2,16.15
338539948,12.6,26.49
338113074,13.67,30.69
337679711,39.87,57.38
337371398,2.23,9.23
339508376,22.76,33.85
337227156,3.43,14.93
337390551,7.2,18.86
337898242,26.76,36.46
337120260,36.46,50.12
338922450,8.32,15.32
337856310,16.17,30.65
339692474,2.53,22.27
337190293,11.74,31.69
338538570,35.59,50.54
335775997,14.3,30.11
339805205,10.15,27.69
338425158,47.08,75.85
338225585,22.57,39.72
337613679,10,24.02
340589627,7.33,15.56
336434614,3.69,21.02
336122776,6.87,20.39
337737004,21.03,30.98
337881812,6.03,27.32
336376986,8.77,24.5
337126412,12.71,21.03
336512639,8.91,17
340385042,17.14,34.13
338030858,4.48,14.98
338323006,6.51,17.25
336087978,8.57,23.48
337360902,16.45,34.53
336790777,25.51,33.42
337292223,11.08,22
337843900,33.65,49.03
338122838,3.96,10.96
337960855,42.29,55.66
336482616,5.26,16.77
336351141,8.96,18.01
336790816,9.96,31.97
336502581,25.43,39.91
339341936,38.62,46
339279328,7.88,18.88
338649215,18.3,38.62
337300504,8.32,16.96
337380992,2.91,11.01
338047225,2.61,15.73
338077026,17.34,29.15
336045279,0,8.06
336697859,10.62,21.66
336436805,19.83,44.54
336431480,13.53,26.68
335987355,14.08,32.36
337749242,3.98,13.61
337102052,4.85,16.18
339963845,13.32,29.25
335904565,13.84,25.38
338469757,29.44,55.46
337573952,29.2,47.1
336604879,7.34,17.93
339614680,16.99,28.18
335781091,11.31,23.5
337407186,2.72,9.72
340755313,14.58,28.93
340512690,2,9
339599757,27.49,44.52
339961614,10.57,28.76
336608190,17.89,41.05
337389916,27.48,44.66
336016180,6,25.39
338884983,7.77,34.59
339572450,2,19
338018861,3.48,14.94
339394981,35.14,46.7
337368437,18.64,31.98
339447645,8.21,37.12
335836491,38.44,64.76
337852323,18.97,35.07
337634008,10.03,33.44
338876774,2.54,15.66
335997355,7.91,17.73
