BATCH_ID,AMOUNT_TIP,TOTAL_EARNINGS
337681115,7.47,17.89
336291076,28.64,51.29
338911036,3.54,10.54
338462676,16.76,44.23
337581098,39.16,56.6
336528390,3,10
338323650,11.7,39.12
340494837,13.48,25.35
340549474,30.92,46.97
339927007,6.07,17.88
335900535,12.56,30.08
336220336,57,74.68
337384188,10.42,34.64
339878122,3.01,11.43
338833913,8.81,22.59
336787140,11.24,27.91
338496558,8.04,16.64
337192497,7.15,25.92
336593479,6.16,25.93
338776868,37.99,52.6
336811240,10.01,21.86
339618878,17.11,29.83
339777984,2,17
337551869,3.68,13.02
338885906,9.26,25.61
336219910,2,9
339596215,4.09,21.09
336752089,7.09,14.09
336814906,6.37,20.18
337396696,16.49,25.07
338094676,27.26,40.86
335962072,82.41,120.9
336791120,5.81,22.01
338338104,4.85,17.78
337058981,14.38,30.28
336575302,14.66,32.38
336749703,14.07,32.89
336803047,3.51,14.64
336567549,12.31,28.13
337390650,15.36,28.92
336528382,2.21,18.29
338052631,20,27
337773163,9.92,20.59
337744785,12.02,24.09
337001383,4.59,15.62
338507016,27.75,43.62
337827804,8.51,26.5
339298507,26.74,39.18
338551266,16.59,31.71
339235542,36.53,50.03
336390813,4.71,15.95
338413808,3.92,17.78
336120004,2.17,13.4
338328825,9.5,22.74
339881884,4.57,17.57
337135979,22.75,45.87
336951750,12.9,26.14
340227922,3,16
337658146,39.97,54.02
335748254,16.03,31.24
337872168,0,7
337131966,3.02,11
335914222,15.87,31.23
336570608,13.62,23.64
336172865,13.64,32.15
336431120,20,27.85
336097056,7.02,14.02
337356513,2.93,9.93
338847895,15.93,46.62
336536356,6.71,25.73
337956446,4.69,16.63
337745367,34.54,45.18
337137601,18,28.39
337330470,18.44,40.89
340737328,3.25,11.66
340668550,10,21.48
340324126,21.33,32.33
339389085,12.15,27.65
340760254,2.51,9.69
340491261,2,9
340535444,12,23.22
340620303,18.01,30.59
336549404,15.46,30.08
340726910,19.72,33.53
340476853,8.27,19
340429609,13.33,24.77
339775577,33.54,62.58
339652260,1.91,16.91
337579739,10.77,36.9
337641447,1.54,19.86
337209481,14.08,29.56
340214724,6.15,19.93
340312997,28.88,57.47
337109295,3,16.26
335756448,9.6,20.82
338538466,19.83,31.22
338438572,15.89,25.28
339599179,10.99,24.66
338070302,8.92,22.97
337333967,12.21,30.85
338122243,17.34,27.96
336179985,0,24.51
335863750,82.42,104.97
337611132,13.79,26.32
340695423,4,11.9
340220529,15.23,26.48
337408167,9.21,19.46
336810791,5,13.82
336218119,2,9
335863509,15.14,29.56
340314366,8.23,15.81
340476969,10.72,30.75
338746204,19.34,36.17
340698410,20,37.43
340747194,5.82,12.82
340352388,22.82,36.17
340220577,15.52,25.99
336964152,8.87,15.87
338888331,2,9
337773106,10.18,19.91
336203940,0,7
335981422,4.29,14.22
340651588,38.34,55.64
339677221,26.57,37.37
339286497,6.32,19.28
337022119,2.72,16.7
338802850,26.83,36.72
340504958,8.51,20.51
340292375,9.31,20.43
340662780,7.73,18.1
337867562,12.16,27.05
337695138,22.52,33.88
335931534,34.18,58.41
336031815,8.26,17.12
336134718,7.06,14.48
338122295,0,7
337163215,21.58,44.41
338782054,2.99,11.5
336700047,12.03,33.25
338812833,10.95,17.95
338761531,4.25,20.63
339631495,15.67,41.75
336775545,4.03,11.03
336153779,3.12,17.46
336652653,7.59,19.35
339421958,4.95,18.17
336566353,5.27,18.83
336202985,11,27.9
340489941,18.46,26.52
340549280,16.48,30.89
338485525,5,16.8
335827210,8.17,32.65
335988625,3.54,10.54
336188089,2.14,9.14
336535809,6.99,19
339812766,6,13
336607105,20.89,35.66
338476097,22.61,34.77
335851967,24.23,51.08
337209874,7.77,23.47
336772653,12.66,26.25
336733921,30.89,65.39
337335545,6.01,19.76
338891525,12.77,29.02
340748698,2.66,9.66
336215163,6.69,13.99
338741596,18.75,29.69
337509898,2.36,15.32
336591316,7.82,20.59
337262539,1.84,16.87
336791978,8,20.3
336718746,5,15.31
339149818,7.48,20.4
337363172,9.06,19.49
340207460,23.23,48.19
338835911,18.95,26.28
338095388,9.8,24.49
338567482,8.05,23.58
337298723,31.6,62.27
338818970,3.01,17.09
337848059,5.16,24.25
335852055,14,40.16
338764699,14.9,29.5
340665233,6.22,17.22
340733113,19.26,30.75
338285750,16.57,28.96
340734657,10,18.51
339571494,10.63,30.43
336191860,8,20.92
336467827,11.62,21.55
336213511,7.28,14.28
339711397,12.26,33.16
337786883,6.55,15.85
338747379,23.14,40.1
338514434,28.29,37.64
337892564,7.06,17.21
339882213,6.65,13.65
335896973,53.63,70.13
337783887,9.44,22.2
339680443,47.77,78.19
339574949,7.79,25
336478409,10.52,33.97
338047413,15.37,37.31
336938721,13.6,25.1
337625399,11.06,28.61
336509935,24.63,40.57
336593523,4.93,14.38
336526971,15,23.08
337927942,9.08,32.18
336538690,18.08,47.41
337073350,11.94,28.89
337525342,3.58,13.36
336768721,26.95,43.84
335743881,19.74,51.77
337499441,23.14,36.59
337745181,0,11.37
336649305,8.98,27.57
337057545,23.83,40.96
339964604,8.89,15.93
336005576,4.99,12.22
336618553,2.44,9.58
336801334,8.2,22.62
339277473,47.17,73.99
335938087,16.22,34.24
337222689,3.35,16.79
