BATCH_ID,NUM_DELIVERIES,REGION_ID,WAREHOUSE_ID,SHOPPER_ID,SHOPPER_TENURE,NUM_PRIOR_COMPLETED_BATCHES_SAME_WAREHOUSE
336759787,1,34,279,11185790,veteran,71
338554636,2,34,38,8590377,intermediate,37
337717808,2,31,5,6578130,veteran,296
337547842,1,34,279,10915936,intermediate,73
336027031,1,31,5,11158724,intermediate,111
336499879,1,34,5,11501633,intermediate,58
338028183,2,34,5,10345706,beginner,32
338877045,1,31,161,9457281,veteran,21
336216164,1,34,161,12877365,new,0
336393966,1,31,38,12472504,beginner,29
337224448,1,31,38,12628970,beginner,3
338879015,2,31,279,10214963,beginner,10
338707165,2,31,279,7307147,veteran,107
339042719,3,31,279,9946391,beginner,10
336619783,2,34,161,12348108,new,0
337295331,2,34,38,11719166,intermediate,77
338121221,2,34,161,12163848,beginner,3
340637722,2,31,279,8374963,veteran,135
340484340,1,31,279,12915515,new,1
340501703,1,34,38,12302030,beginner,37
340411699,2,34,5,10917259,intermediate,170
340492894,1,34,38,10716047,beginner,15
340330792,2,34,5,10343824,new,1
339860424,1,31,38,1200073,intermediate,34
340316463,2,31,5,9087295,intermediate,146
340444066,3,34,161,2579783,veteran,669
336506477,2,34,5,11951768,beginner,17
338726371,1,34,279,9069696,intermediate,47
337153011,1,34,38,12351325,beginner,35
338111802,1,31,38,12674338,new,0
338621293,1,34,38,12388096,beginner,29
339149655,3,31,279,9355412,intermediate,3
339848072,2,31,279,6596701,veteran,29
338637346,1,34,38,12739273,new,6
339710558,2,34,5,9613284,intermediate,19
340167923,1,34,38,12423343,new,6
337681058,2,34,38,9263544,intermediate,153
339846721,1,31,38,404029,veteran,406
339618365,2,31,5,12741764,new,26
339722200,2,34,1487,4298600,beginner,8
336608142,2,34,38,9187375,intermediate,115
337384986,1,34,1487,12171775,beginner,0
337729775,1,34,161,8537410,beginner,17
335770758,2,31,38,756642,intermediate,63
335865342,2,31,5,9158547,intermediate,43
336140867,1,34,5,12712222,new,1
335939564,2,34,38,12240071,beginner,8
337376700,2,34,38,6666491,intermediate,36
337336365,2,31,1487,9093252,beginner,0
337344643,2,31,38,12765227,new,0
338731255,1,31,5,9941033,intermediate,40
336600218,2,34,1487,12055494,new,1
337100499,1,31,38,4543306,intermediate,52
337162129,3,34,38,8178908,veteran,117
338544933,3,34,279,8178908,veteran,50
339831560,3,34,161,8178908,veteran,107
337677161,1,31,279,12509215,beginner,4
336575702,1,34,5,8924303,intermediate,53
337408237,1,31,38,11698739,beginner,2
338436155,2,34,279,12900858,new,1
338553056,2,34,5,12394000,new,1
336072631,2,34,5,12297748,intermediate,35
337388754,2,31,5,8888714,intermediate,68
337834289,1,31,38,12330124,new,6
336549657,1,34,38,12560017,new,3
338571764,1,31,279,8667741,new,2
337262575,1,34,38,6351170,beginner,8
338244071,2,31,279,11046432,beginner,21
338340554,1,31,1487,10446927,new,0
335838038,2,34,38,6525895,veteran,136
337009844,1,31,1487,11813041,beginner,0
339141699,1,31,279,11121466,intermediate,70
336624234,2,34,5,9927038,veteran,255
340075322,1,31,279,9163138,veteran,122
338522267,3,34,38,10346085,beginner,5
337163750,1,34,279,8881195,veteran,124
335857077,1,31,5,12780155,new,3
335989938,2,34,38,6521912,veteran,271
335943525,2,31,38,11622565,beginner,31
336975772,1,34,38,4156821,beginner,10
336933770,1,31,38,8390492,veteran,148
339667514,1,34,1487,10552895,intermediate,5
337665001,2,34,38,4461252,veteran,199
338310325,1,34,1487,12618515,new,6
337375072,2,31,279,7667720,veteran,217
337336887,1,34,38,10724687,intermediate,97
338769534,1,34,38,8255947,veteran,227
338426094,1,31,38,9628142,intermediate,40
338773226,1,34,5,11683073,beginner,23
337186438,1,34,1487,11085235,new,0
339586031,1,31,161,11928602,beginner,10
339689987,1,31,38,9199874,intermediate,34
340708725,1,34,1487,1166313,veteran,5
340739446,1,31,1487,4304958,beginner,1
339290147,1,31,5,10152512,intermediate,119
337771170,2,31,5,10039463,intermediate,190
338821465,2,34,5,12859483,new,0
337035386,1,31,161,10150300,veteran,430
339899434,1,31,1487,12359322,new,0
338123506,1,31,38,9183442,beginner,0
337702941,1,34,161,9473912,intermediate,53
340576284,1,34,161,9778973,intermediate,62
338532182,2,31,5,11117671,intermediate,23
335880096,1,31,5,8953490,beginner,16
337748802,1,31,5,863270,veteran,51
338095468,1,31,1487,12849065,new,0
335975376,2,34,161,12779896,new,0
338461536,2,31,279,11101012,intermediate,174
339198589,3,34,38,12315628,new,3
338847642,1,31,38,11156308,new,1
338109538,1,34,5,3678463,veteran,445
336169194,1,34,5,9047952,intermediate,208
337356555,1,31,5,12456853,new,2
338821715,1,31,38,3223063,intermediate,96
338577932,2,31,161,12648739,new,3
339998101,1,34,161,4786396,intermediate,139
337951900,2,34,5,955908,beginner,6
338902731,2,34,38,9814572,intermediate,96
337523609,3,34,279,9756862,intermediate,26
335846923,1,31,1487,9447812,beginner,0
336532570,2,34,279,1701805,beginner,28
338475385,1,34,161,11842634,beginner,9
339149423,2,31,279,12142747,intermediate,30
339256582,1,34,38,10102893,intermediate,133
335874081,2,34,5,9846782,beginner,26
338456989,2,31,1487,9240421,intermediate,0
335714720,2,31,279,12074341,beginner,22
338863920,1,34,1487,12332188,beginner,1
339753073,1,34,5,10382368,intermediate,17
337401695,1,34,279,12050052,beginner,20
338923228,1,31,38,9675934,beginner,17
337100526,1,34,38,1569119,veteran,595
337405779,3,34,161,6457623,veteran,169
340510499,3,34,1487,12632958,new,0
337015498,2,31,38,4332415,veteran,97
337927620,3,31,279,12592859,new,9
339411564,1,31,279,7631290,veteran,297
340441923,1,34,38,12512339,beginner,9
337017641,1,34,38,8212017,veteran,73
339367413,1,31,1487,8882604,new,0
338782399,1,31,38,12585142,beginner,30
340404738,3,34,38,11228762,intermediate,39
337013906,2,31,38,8063040,veteran,141
337100625,3,34,279,11067599,intermediate,41
340726811,1,34,279,12762060,new,2
338418287,1,34,5,9492763,intermediate,238
335888624,1,31,38,11298351,intermediate,64
338112431,1,31,38,12602977,beginner,23
336489262,1,31,5,358716,veteran,13
336358910,2,34,161,11352289,new,3
336791534,1,31,5,11855774,new,2
337937006,1,31,38,12874780,new,0
338055685,1,34,38,10695915,intermediate,28
337978614,2,34,38,1806114,veteran,682
338430227,2,31,5,12162311,beginner,33
337820099,2,31,5,12779337,new,0
339906667,2,34,279,11767261,beginner,13
336701604,2,34,279,4503974,beginner,10
336639961,1,31,279,12719256,new,0
339053894,1,31,279,12907690,new,1
335889836,2,34,5,8271583,new,1
338599048,1,34,161,12730416,beginner,12
339593158,1,34,38,9350654,veteran,214
338102168,1,34,38,11037399,veteran,185
338087015,2,31,38,12547188,new,3
339817908,2,34,5,10155846,veteran,257
335973189,1,34,5,12254984,new,6
339142302,1,34,38,413776,intermediate,214
339767321,1,31,5,7681989,beginner,34
338038458,2,31,5,9946391,beginner,8
337824339,1,31,279,3665785,intermediate,33
339773845,2,31,5,9210384,veteran,220
339298380,1,31,5,9729048,intermediate,246
336696155,2,31,5,8062751,intermediate,58
339772174,1,34,1487,12720675,new,1
339998160,1,31,279,5454335,veteran,76
336207262,1,34,161,10822650,beginner,45
335684118,1,31,279,12043474,beginner,17
336935433,1,31,38,711727,veteran,405
338000153,1,31,161,6272818,veteran,64
340716445,1,34,279,7386761,beginner,18
339885535,2,34,38,9466470,intermediate,96
339634179,1,34,279,10677128,intermediate,34
340491590,2,31,1487,8374963,veteran,2
340217016,1,34,1487,12774423,new,2
339279042,1,34,5,3542813,intermediate,52
340572226,3,34,38,11040724,intermediate,49
340678589,2,34,5,8389344,veteran,74
337716204,1,34,1487,9739334,intermediate,4
339410661,2,31,5,9594264,beginner,17
340434849,2,34,279,6659820,veteran,3
338840569,1,34,5,8857821,veteran,240
338898162,1,31,279,3153314,intermediate,155
340559479,1,34,279,12933182,new,0
338630011,1,31,1487,12051638,new,0
337867458,2,31,5,10260196,intermediate,124
338343696,1,34,38,3696374,intermediate,56
337749117,1,34,5,8463471,intermediate,35
338781256,1,34,1487,9523517,veteran,0
337407463,1,31,38,4784734,intermediate,55
337407103,3,34,38,12104726,intermediate,79
337961526,2,31,161,9617374,veteran,581
337123263,1,34,38,6481620,veteran,31
338085804,1,34,38,12066350,beginner,7
336124931,1,31,5,12240935,beginner,57
338493544,2,34,5,10377748,new,0
340386703,1,34,5,10213387,beginner,67
340620137,1,31,38,12342476,new,7
338502049,1,34,38,692920,veteran,491
338200893,1,31,279,7655064,veteran,143
337884065,2,31,38,12499046,new,2
337408040,1,31,38,12398329,new,12
340580159,2,34,5,8316579,veteran,52
340353162,2,34,5,9095915,intermediate,75
340457548,2,31,5,11598465,intermediate,175
338106717,1,31,5,9673066,veteran,65
339039407,2,31,1487,11962476,new,2
337687582,1,34,1487,12497185,new,3
339641642,2,31,161,6540813,intermediate,243
335713013,2,31,279,9827385,veteran,105
336666450,1,34,5,148483,veteran,1296
338314348,1,31,38,12828912,new,1
337295355,2,34,161,10346634,beginner,14
340737032,1,31,38,9591573,beginner,16
338440110,2,31,5,8061388,veteran,315
337675854,1,31,161,7371264,intermediate,35
336806273,1,34,38,9428709,intermediate,77
338872987,1,31,279,12057594,new,6
338406418,1,31,1487,12473481,new,1
336221425,1,34,38,12049085,new,31
338860260,1,34,279,12896828,new,4
335882388,2,34,5,9280058,intermediate,84
338516230,2,31,5,10045082,beginner,13
336344599,1,34,38,7872067,veteran,174
339544856,1,34,161,6344028,intermediate,52
339142342,2,34,279,12632153,beginner,9
339445788,1,31,1487,12765046,new,0
340704004,2,34,38,8733056,intermediate,118
337217612,2,31,279,9371476,intermediate,46
336576840,1,34,1487,2444792,new,0
335999372,1,34,161,7967268,intermediate,157
337715545,3,31,161,1657031,intermediate,18
337178612,3,31,279,852531,veteran,175
336203606,2,31,38,12830861,new,0
338093634,2,34,5,11705862,intermediate,105
336340399,1,34,1487,12443669,new,0
336220164,1,31,279,11155786,veteran,132
336652678,1,34,38,1060006,veteran,365
336170645,1,34,161,11017520,new,1
338817285,2,34,38,10883744,beginner,1
336778982,1,31,38,12255988,new,11
338485525,1,34,38,9034459,intermediate,283
336221263,1,34,38,7604297,veteran,277
336379086,1,34,1487,11350181,beginner,1
338039254,2,31,5,9278796,beginner,29
336474388,1,34,38,1105041,beginner,27
338873559,1,31,1487,9149953,intermediate,0
337125446,2,31,5,672929,intermediate,153
338738026,1,34,38,10231220,new,1
339828546,2,31,1487,8176703,new,0
339578832,2,34,5,2120868,new,0
338911830,2,34,279,9049249,veteran,147
337140085,2,34,38,11669092,intermediate,143
335857093,1,31,5,12364377,beginner,34
337238328,1,31,1487,9566057,new,2
335834714,1,31,38,8332111,veteran,155
336039945,1,34,161,12787924,new,0
336592787,1,31,279,7667720,veteran,213
338018883,1,34,1487,11312881,new,2
335790207,1,34,38,9904836,intermediate,38
340668692,2,34,38,7362958,new,16
336567678,1,31,38,8208652,veteran,42
340269247,1,34,279,12687083,new,0
336550705,1,31,5,10625553,intermediate,70
338102501,1,31,1487,12496699,new,2
336604441,2,31,5,8195802,veteran,243
337799471,1,31,1487,12714198,new,0
337073925,2,31,5,8804746,beginner,36
337760609,1,34,1487,12446942,new,0
339930933,1,34,279,12876268,new,0
338444094,2,31,279,10538415,new,6
336332573,1,34,1487,11638072,intermediate,0
339836202,1,31,279,4463382,veteran,289
335803734,2,34,38,9928763,new,15
338621164,1,34,5,9544639,veteran,464
338919857,1,34,161,4786396,intermediate,136
336033456,1,34,38,12509349,beginner,5
336172146,1,34,1487,12309756,new,0
337751166,2,31,279,6390672,intermediate,43
337120591,1,31,161,9410557,beginner,48
338119183,1,31,5,4590039,veteran,48
339098191,1,31,279,12167394,beginner,14
340747907,2,34,5,10355767,intermediate,26
340234334,1,34,1487,8727580,new,3
336452014,2,34,5,9982860,beginner,68
338575044,2,34,279,12518465,new,3
337871472,1,34,161,10931342,intermediate,31
336783858,1,34,279,12887320,new,0
338691415,1,34,1487,10423443,beginner,1
339994037,1,31,38,11471739,beginner,11
336499160,1,31,279,11075795,beginner,11
336509944,2,34,279,362216,veteran,460
337098115,2,31,5,1674684,veteran,87
337563926,1,31,38,12148304,new,2
340367043,2,34,5,11864987,beginner,3
338424899,3,31,38,11464896,new,10
339772369,1,34,38,7200672,beginner,25
340254317,3,34,38,10700402,beginner,5
337230415,2,31,5,4457605,veteran,687
336653677,1,31,38,11937866,new,2
336592805,2,31,5,9491250,veteran,326
338852227,2,31,38,2265490,beginner,13
337701364,1,31,1487,12067192,new,0
336176598,1,31,38,802313,veteran,2
337349309,1,34,1487,12397344,new,2
338075429,2,34,38,12398040,intermediate,62
338745966,2,31,5,11638197,beginner,27
339641907,2,34,5,3049297,veteran,249
338083328,1,34,38,12791998,new,5
336634476,2,34,279,8651203,veteran,17
337878244,1,34,161,9490606,new,1
336654243,1,34,1487,8081646,veteran,0
337074181,1,34,161,11808909,intermediate,152
338052233,2,34,5,10416507,intermediate,58
336603919,1,34,1487,12728245,new,0
337707313,2,34,38,11949110,veteran,96
335977644,1,31,1487,10368473,new,0
338759988,2,31,5,8278822,beginner,86
338094654,1,31,279,9842837,new,0
336743528,2,31,279,12782474,new,8
337346964,1,34,1487,12505568,beginner,0
338835612,3,34,161,2950489,veteran,101
340373431,1,34,1487,12308119,beginner,4
336563089,1,34,38,10997035,beginner,35
336153925,2,34,38,12641281,new,1
337402376,1,34,161,9273107,intermediate,115
339557998,1,34,38,8181842,beginner,23
335970530,2,31,5,11645623,intermediate,6
336495948,1,34,38,12485609,new,2
338287194,2,34,279,11603882,intermediate,39
339932199,1,31,1487,9250632,intermediate,4
336941344,1,31,38,9210384,veteran,118
337057284,2,34,5,11751765,intermediate,120
336451976,2,34,5,9864875,beginner,36
340361011,1,31,279,3092502,veteran,245
338626285,1,31,38,9608671,new,0
336188763,1,31,5,3431914,intermediate,0
340441998,2,34,279,10416363,intermediate,48
340774709,2,34,5,9324319,beginner,19
336399061,2,34,38,12597423,new,5
337822589,1,31,1487,9407841,new,0
340341757,1,31,38,12690200,new,1
337702956,1,34,5,10424376,beginner,33
338428214,1,34,5,6563972,veteran,548
337316029,1,31,279,11491679,beginner,42
338380758,2,31,38,677078,veteran,236
340535339,1,31,161,4644181,veteran,203
340506788,2,31,5,3220324,veteran,519
340498032,1,34,5,9688292,intermediate,84
337777615,3,34,38,3014751,veteran,44
336119434,2,34,5,9749497,veteran,99
337285300,2,34,1487,1257861,veteran,0
339293768,1,31,5,12741764,new,24
338228578,1,31,1487,7550521,beginner,0
339790724,1,34,279,12832242,new,1
340404862,1,31,279,12737010,new,9
337881933,2,31,38,1200073,intermediate,31
340612401,2,34,5,3667732,veteran,90
335890804,2,34,5,9244026,intermediate,126
340247063,1,34,38,8813368,veteran,126
340477346,2,34,279,8813368,veteran,102
336181466,1,34,38,10355767,intermediate,107
336944032,1,34,161,12227872,beginner,6
338418129,2,34,38,11866686,beginner,27
337035823,3,34,38,11892041,intermediate,33
338062431,2,34,38,8622777,intermediate,31
337766422,2,34,5,8389344,veteran,70
335925332,2,34,5,12610404,new,5
339983719,1,34,38,12238953,intermediate,50
339693334,1,31,1487,9355412,intermediate,0
338732409,1,31,38,12057594,new,2
336001701,2,31,38,12421390,beginner,15
336207625,1,31,5,8121823,intermediate,108
339793852,1,34,279,12129396,intermediate,27
340759223,2,34,5,926700,veteran,338
340331113,2,34,5,10529854,intermediate,99
340483942,1,34,1487,10529854,intermediate,0
338620024,1,34,38,11937829,beginner,9
339888096,1,34,1487,4177189,new,0
336182086,2,34,5,11705862,intermediate,98
337075525,1,31,5,9486186,intermediate,227
336574291,1,34,38,3497923,new,35
338313930,2,34,161,12661608,new,2
335852143,2,34,5,12269202,beginner,21
339650758,1,34,161,1377747,veteran,591
336476042,1,34,5,12733548,new,1
337042857,1,34,38,6623074,intermediate,9
336091880,2,31,5,9573100,intermediate,219
336218430,1,34,5,7601932,intermediate,72
335896977,2,31,5,3294323,veteran,43
336344600,2,34,38,9687021,veteran,97
335881114,3,31,279,8557132,beginner,29
337048063,2,34,5,11870686,beginner,30
336762375,1,34,38,1562213,veteran,127
335892005,2,34,5,8142256,intermediate,114
337094875,2,34,161,10555858,intermediate,30
336078717,1,31,161,1162332,veteran,323
337791768,1,34,1487,3861844,intermediate,3
340400742,1,34,38,12232928,intermediate,19
340506240,2,34,5,9504123,intermediate,5
337077638,2,31,279,11292338,intermediate,43
339676337,2,31,5,10630760,beginner,25
337982243,2,34,5,12058506,new,24
336218524,1,34,161,12814409,new,6
338605134,2,34,5,11741783,intermediate,61
336574286,2,34,5,4452966,veteran,228
335737297,3,34,38,9581804,intermediate,14
337178471,1,31,5,9270509,intermediate,159
337829491,1,34,38,8682100,veteran,133
336551657,3,31,279,10717683,beginner,18
339506719,1,31,161,1761564,veteran,103
339698149,1,31,279,12364377,beginner,9
339445840,2,31,38,7664980,veteran,72
336782657,2,34,161,9922990,intermediate,90
340250903,1,31,38,6609486,beginner,21
338754441,2,34,5,9927038,veteran,262
338088801,2,34,161,7510301,intermediate,137
336472479,1,34,5,7718977,veteran,122
335875136,2,31,5,8390492,veteran,42
337396751,1,31,5,12708231,new,14
339446742,1,31,38,7395817,intermediate,182
336772729,2,34,5,10982362,intermediate,3
337102032,2,34,5,11601496,beginner,23
338424985,1,31,1487,12849065,new,2
337405853,1,31,38,11960809,new,8
336122494,1,31,1487,11125170,beginner,0
339668719,1,31,161,2469895,veteran,504
339980098,2,34,161,12429294,beginner,2
339631259,1,34,1487,10556115,beginner,0
339552076,2,31,5,12007846,beginner,18
340197752,2,34,279,6665194,veteran,232
339803177,1,34,1487,12731994,beginner,10
337406089,1,34,161,6695510,intermediate,64
338769152,1,31,5,7849413,beginner,25
339845993,3,31,279,9179536,beginner,5
337242626,1,31,279,11121466,intermediate,68
338458380,2,34,279,9681615,intermediate,33
338065682,1,31,5,12872813,new,0
339407294,2,34,279,9921787,intermediate,38
337404276,1,34,161,6453116,intermediate,34
337968751,1,34,5,6453116,intermediate,29
336769367,1,31,38,7979452,new,6
337813346,1,31,38,6377242,beginner,24
339523245,1,34,1487,12464303,new,2
335908088,1,31,1487,3376762,intermediate,0
340257738,1,34,1487,12173612,new,0
337728668,2,34,5,10629129,intermediate,275
336671018,2,31,161,12205360,new,8
337135477,3,34,1487,11145357,beginner,0
336426837,1,31,38,12616622,new,7
339599500,1,31,1487,12829835,new,10
340777397,2,31,1487,7404280,beginner,2
337357985,2,34,161,1194769,veteran,22
337402973,1,34,5,12111791,beginner,64
335885726,1,31,279,10284071,veteran,59
337003264,1,34,38,10086751,veteran,404
336584560,1,31,5,11532672,beginner,97
338315041,1,34,279,11906140,beginner,38
336187591,2,34,5,3773706,veteran,272
336647349,2,31,38,12701004,new,8
338898850,1,31,279,12574254,beginner,2
336202957,1,34,161,12785726,new,1
336412679,1,31,1487,12671617,new,0
337222652,2,34,279,9727883,veteran,27
335995858,1,31,279,7830136,veteran,189
338433504,2,31,5,12213757,new,3
336431066,1,34,1487,12308119,beginner,0
336149744,1,31,5,3664809,veteran,167
337932926,1,31,5,10257655,new,5
336373015,3,34,279,12321990,new,7
336649117,1,31,279,10813817,intermediate,119
340297860,2,34,5,10345228,veteran,486
340644111,3,34,38,4318953,intermediate,29
338688052,2,34,38,8081646,veteran,107
337539767,1,34,1487,12476121,beginner,2
338820950,1,34,279,12737452,new,1
336167749,1,31,38,12517856,beginner,15
337695214,1,34,161,6084043,veteran,86
338060060,2,31,279,10184532,veteran,76
335785622,2,34,161,10674740,beginner,8
338096710,1,34,38,167981,veteran,28
338368005,3,34,38,11843453,beginner,6
337701278,2,31,279,12907690,new,0
336742189,1,31,38,8659256,beginner,20
336666730,2,31,5,7855752,veteran,40
338871997,1,34,279,9204819,veteran,104
338005895,1,34,38,12194872,beginner,29
337995797,2,31,5,892934,beginner,56
339716564,1,34,279,11282325,intermediate,80
335862081,1,31,5,12706415,new,3
336137456,2,31,38,11645623,intermediate,6
336155347,2,34,161,235847,veteran,1140
336630856,2,34,5,4226094,veteran,346
336476820,2,34,5,2888257,beginner,34
337608729,2,34,161,12479316,new,1
337551957,1,31,38,12472504,beginner,33
339231935,2,34,38,11037399,veteran,189
337263954,1,34,38,2940198,veteran,346
339594104,2,31,5,10615884,intermediate,138
336075862,1,31,1487,9946391,beginner,0
339945708,1,31,1487,1239901,veteran,6
338768163,2,34,1487,8160124,intermediate,2
339841579,1,34,161,1382473,veteran,835
335899906,2,31,5,12384558,new,0
337191844,2,34,5,3421765,veteran,330
339279655,1,31,38,12773449,new,0
340614948,1,31,38,12078776,beginner,31
340677401,1,34,38,4187574,veteran,609
337048282,2,34,5,10764596,new,18
340101124,2,31,1487,8086350,new,0
340308441,1,34,1487,10455129,intermediate,1
340762558,1,31,38,12644216,new,12
336106691,1,34,5,9544639,veteran,456
339872775,2,31,279,12638123,new,11
337147220,1,31,279,10323740,intermediate,149
340631128,1,34,1487,3377300,intermediate,1
335968051,1,31,279,9729391,intermediate,92
338745905,2,31,5,9468975,veteran,320
340759180,2,34,161,8901929,beginner,11
339804494,2,34,5,12671811,beginner,13
340524887,3,34,161,12038221,beginner,19
336953579,2,31,38,12356351,beginner,8
337920455,2,34,38,10058308,veteran,128
336392128,1,34,1487,11665713,new,0
338042339,1,34,5,9875332,intermediate,94
336788791,1,31,1487,12765271,new,0
339602225,2,31,279,12213497,beginner,26
340142576,2,34,38,9416015,veteran,230
340654598,1,34,279,6239446,veteran,552
339735657,1,34,161,9797985,intermediate,34
337078602,1,34,1487,8416415,intermediate,0
340541844,1,34,161,3678463,veteran,182
340576439,2,31,5,3639140,veteran,432
340765363,2,34,5,10915545,intermediate,67
339100450,2,34,161,692920,veteran,433
336570603,1,34,161,11122409,veteran,98
339279161,2,34,5,10121938,new,27
338741068,2,34,5,12285959,beginner,32
339447259,2,34,5,4702426,intermediate,208
338741266,1,31,38,12815485,new,1
340517030,2,31,279,9810981,beginner,14
338016537,1,34,161,12813602,new,3
336209640,1,34,161,9864592,beginner,27
339456296,1,31,38,12660980,beginner,21
338480615,1,34,38,12318609,beginner,34
338041120,2,31,5,8077293,intermediate,209
335741590,2,34,38,9741623,veteran,75
337707399,2,34,5,8066216,intermediate,158
336811118,1,31,279,12773888,new,3
339047809,1,34,1487,12091671,intermediate,0
337827770,2,31,5,8934845,intermediate,283
339279158,2,34,5,9908241,intermediate,88
338772883,1,31,1487,12863433,new,0
337990283,1,34,38,12712558,new,5
338433431,1,34,5,10345228,veteran,478
338504922,2,31,5,12457062,beginner,22
339988656,1,31,279,7927149,beginner,13
336179054,1,34,5,788849,veteran,272
338486464,2,34,5,12254321,beginner,60
339395206,1,34,161,9795874,beginner,12
337236935,2,34,5,8521323,veteran,349
337698441,2,31,5,1246889,veteran,234
338220741,3,34,279,2256559,intermediate,40
338393061,1,31,38,6665642,veteran,331
337931795,1,31,5,12559683,new,13
340769998,1,34,5,7504395,intermediate,105
336611947,3,34,279,12179121,beginner,19
338635027,1,31,38,10519915,beginner,58
337832500,1,31,279,12486164,beginner,13
338069761,1,34,38,9397302,veteran,92
340214960,2,31,279,9158547,veteran,30
340661031,1,34,161,12387914,new,7
337910318,2,31,279,6427948,intermediate,141
339721598,1,31,5,11217242,beginner,16
340593420,2,31,5,6678362,beginner,33
338526972,1,31,161,8258207,intermediate,21
337903340,1,34,38,11741783,intermediate,54
339760840,2,31,38,8589957,intermediate,47
337683139,2,31,279,9794414,intermediate,11
335787088,1,34,38,8549843,veteran,225
336734463,1,34,38,12788879,new,6
336787082,1,34,1487,12592566,new,2
338647047,2,34,1487,218642,veteran,4
336799920,1,34,38,12807540,new,0
338035735,1,34,5,10286123,beginner,12
338541619,1,34,38,784528,veteran,812
337754479,1,34,5,9904488,veteran,362
339866679,1,34,38,9074560,new,21
336355083,1,31,279,9993265,beginner,46
339974600,1,34,161,12261252,new,4
337304088,1,34,161,9562782,intermediate,65
335909063,1,31,279,11262983,intermediate,82
337843365,1,34,38,7604297,veteran,282
336944010,1,34,1487,11638072,veteran,2
335958385,2,31,5,10357475,veteran,306
340665233,1,31,5,9301217,new,0
338043183,1,31,279,11598539,beginner,19
339822464,1,31,1487,12565555,new,0
337511191,1,31,1487,7377164,veteran,0
337398403,1,31,5,6439967,intermediate,138
335851977,2,34,5,2577265,intermediate,121
336084436,1,31,5,1287645,veteran,565
337807773,2,34,5,9423725,veteran,298
336552394,3,34,161,9361704,intermediate,62
338902249,1,31,1487,2703588,beginner,4
339981577,1,34,38,9749497,veteran,103
339395115,2,31,5,12146500,intermediate,22
337048363,2,34,5,9675566,intermediate,162
339373454,1,34,1487,9925823,intermediate,7
338101170,1,31,1487,9537700,new,0
337227692,1,34,279,10715940,beginner,47
338122583,2,34,38,12272420,beginner,11
337383094,1,31,38,6204356,intermediate,75
336543306,1,31,1487,4260552,veteran,1
339738177,2,31,279,6150276,veteran,162
338040231,1,34,38,6127422,beginner,16
338502424,3,31,279,7499082,intermediate,165
336206121,1,34,161,3323509,veteran,76
339514129,2,34,5,10288405,veteran,37
338103234,1,31,38,634732,beginner,0
339445032,2,34,38,8060886,intermediate,51
339507165,2,31,5,8394418,intermediate,69
338060651,3,34,38,6203620,new,9
338915882,1,31,38,12574254,beginner,10
338117306,1,31,38,10327356,beginner,31
338726461,2,31,5,7963151,intermediate,70
340766116,1,31,161,12942252,new,0
339421922,2,31,161,990186,veteran,131
337052632,2,34,5,9412826,intermediate,56
339120577,2,31,1487,9856526,beginner,9
338256089,2,34,161,7614933,veteran,170
338661980,1,31,38,11424037,new,0
340651208,3,34,38,11059894,intermediate,55
337787024,2,31,5,11543260,intermediate,57
337068180,1,31,1487,6142293,new,0
337639152,1,34,38,8154178,intermediate,55
336514024,1,31,1487,12785800,new,1
336790115,1,34,161,12398040,intermediate,39
337857261,2,34,38,3049297,veteran,265
337393997,1,34,5,11007867,beginner,111
340096667,1,31,1487,8983735,new,0
337035717,1,34,279,12387349,beginner,11
339328382,2,31,5,12819493,new,0
339216397,1,31,38,7529878,intermediate,47
339580262,1,31,279,12382105,new,6
337158354,1,34,38,1328375,intermediate,100
339279495,2,34,5,10354434,beginner,77
337023937,2,34,38,12421992,beginner,11
338558949,3,34,161,9638606,veteran,167
339290524,2,31,5,9148014,intermediate,175
335781117,2,34,161,12149319,beginner,22
339514273,1,31,1487,9069384,beginner,3
337658265,1,34,161,12722806,new,4
336708533,1,34,1487,8157866,intermediate,0
338471927,1,34,279,3362682,veteran,100
337386239,1,31,38,9148621,veteran,119
338568968,2,34,5,11292832,veteran,78
336221890,1,34,38,11352289,new,11
338117906,2,31,38,7755447,beginner,21
338361881,1,34,161,9183082,intermediate,19
336815484,2,31,38,8538274,beginner,24
338565871,2,34,5,12002007,beginner,20
336120004,1,34,5,10574126,intermediate,335
338536280,1,34,1487,10269384,intermediate,2
337368379,1,31,5,11195608,beginner,22
338726664,2,31,279,10726175,veteran,178
338282188,3,34,161,10924901,intermediate,28
337384036,1,34,1487,11098532,new,2
335852148,2,34,5,11495944,new,1
337749134,1,34,5,11768814,beginner,23
337376037,1,31,279,12472504,beginner,27
337220556,1,34,1487,11638072,veteran,5
337795940,1,34,38,12719804,new,0
339258000,1,34,161,12583865,new,5
340334575,3,31,279,6208374,intermediate,76
339609485,2,34,5,11751765,intermediate,128
336700047,2,34,38,12831915,new,0
337706299,2,31,5,11563703,veteran,102
339462950,1,31,161,11037703,intermediate,43
337182373,1,34,5,9729168,intermediate,170
337902507,2,31,279,1486606,beginner,9
337870439,2,31,1487,8479931,beginner,0
338074028,2,34,5,9748712,intermediate,79
338732269,1,31,1487,12848276,new,5
340547952,2,34,279,12746529,beginner,4
335979055,3,31,38,8259411,beginner,28
336666425,2,34,38,12163848,beginner,6
340545658,1,34,161,11626025,new,4
