BATCH_ID,NUM_DELIVERIES,REGION_ID,WAREHOUSE_ID,SHOPPER_ID,SHOPPER_TENURE,NUM_PRIOR_COMPLETED_BATCHES_SAME_WAREHOUSE
335977809,1,31,5,12817844,new,5
336898550,1,34,1487,12539744,beginner,3
339306585,1,34,161,9729168,intermediate,16
337324273,1,31,279,9946391,beginner,9
340410212,2,31,38,10594726,beginner,32
336799919,1,31,5,12721059,new,2
340222294,1,34,1487,7331751,veteran,0
340269516,1,31,279,12802141,new,3
340451241,1,31,5,9179536,beginner,117
340531938,1,31,5,8352398,beginner,4
340272504,1,34,1487,7744230,intermediate,0
339761026,1,34,1487,8931803,beginner,12
340227143,1,31,1487,10541200,new,0
340417406,2,34,5,12829596,new,0
340771021,1,31,279,12119228,beginner,12
338090184,1,31,1487,12066362,new,1
340676747,1,31,5,8815898,beginner,57
340693734,1,34,279,10936285,veteran,78
340607254,1,34,279,719547,intermediate,16
340721208,2,31,279,10806996,intermediate,32
340293127,2,31,5,3026165,veteran,199
337920630,2,34,38,12788343,new,0
337781503,1,34,38,6426003,intermediate,239
337485741,1,34,1487,12807540,new,3
337366266,3,31,279,11046432,beginner,19
338034917,1,34,38,7586926,veteran,200
337732509,2,34,279,9385579,veteran,25
338305911,2,34,161,12519187,new,7
339498289,3,34,279,11856463,new,9
337391940,2,34,1487,12592830,new,0
337384097,1,31,38,12729583,new,3
338238494,1,31,279,12222392,beginner,37
336492159,2,31,5,9787844,intermediate,81
338910700,1,31,161,11360884,new,10
335685712,1,31,279,10570523,veteran,126
336651682,1,31,279,11624820,veteran,294
338888439,1,31,38,8996074,intermediate,48
337548786,1,34,38,8359927,beginner,13
339781992,2,34,5,12216088,new,10
340767564,1,34,5,12434172,beginner,30
339736909,2,31,5,9982628,veteran,403
338462463,2,34,279,10538479,intermediate,27
338743357,2,31,5,1858617,veteran,95
339618285,1,31,1487,12095014,new,0
338921155,2,34,279,9094054,intermediate,8
337734489,1,31,1487,12890100,new,0
340566218,1,31,279,12838550,new,1
337042943,2,34,161,10355767,intermediate,47
339783067,2,34,279,1569119,veteran,105
336071255,1,31,38,12783597,new,4
336388906,1,31,279,12873128,new,0
338103202,1,31,38,10310647,beginner,51
337790260,1,31,5,8296061,intermediate,26
338517224,1,34,1487,12202036,beginner,2
337666546,2,34,161,9562782,intermediate,66
337673431,1,34,38,12650202,new,0
337899871,1,31,5,9107187,intermediate,72
340756580,2,34,279,10511525,intermediate,31
338907393,2,31,38,8558951,intermediate,54
336375342,3,31,38,8332111,veteran,158
338825726,1,31,279,12807451,new,1
338587622,2,34,5,11914044,beginner,20
336648931,1,34,1487,9556031,intermediate,0
340778810,2,34,5,10265314,beginner,13
337167901,2,31,279,3609179,new,3
338563824,2,31,1487,7529878,intermediate,0
337269394,1,31,161,9208151,veteran,96
339953285,2,34,38,8178908,veteran,118
340739299,1,34,5,4045913,intermediate,2
340140645,2,31,161,9291252,intermediate,7
338922677,1,31,38,8426611,intermediate,59
337019137,1,34,279,9720818,veteran,84
340533029,1,34,5,9878065,intermediate,122
336184039,1,34,38,829094,veteran,365
336524008,1,34,38,12617231,new,0
339572027,1,34,1487,10534159,new,0
335916233,2,34,1487,12683784,new,0
338544151,2,31,5,10757306,intermediate,180
339091190,1,31,279,12904260,new,1
337334062,2,34,279,11553005,beginner,3
338201380,1,34,1487,9351530,intermediate,6
336057277,2,34,5,10571206,intermediate,229
339356302,2,31,279,11001958,beginner,17
338914405,1,34,161,11156437,beginner,22
335823195,3,31,161,8157485,intermediate,13
338469855,2,31,5,8173212,intermediate,22
337055046,2,34,38,9749497,veteran,101
337400585,1,31,279,7690273,beginner,5
339825689,1,34,5,9617606,beginner,36
339641802,1,34,1487,10936285,veteran,7
339314595,2,31,5,10187783,intermediate,167
338842291,1,31,279,12213497,beginner,25
337076344,2,31,5,10508059,intermediate,104
337295511,1,34,1487,952811,veteran,0
336007285,1,31,279,11183002,new,19
337176092,1,31,38,711727,veteran,406
340639332,1,31,5,1212309,intermediate,34
337569645,2,31,1487,6073112,veteran,1
339286576,1,34,279,12337559,new,2
337208981,1,34,279,10848819,intermediate,110
335862188,1,31,5,11693900,beginner,108
338520920,1,34,161,12435268,beginner,5
338014968,1,34,38,11167542,new,6
336607218,1,31,279,3084276,veteran,250
336665430,2,34,5,11681337,new,14
337158514,2,34,161,4679297,veteran,152
336708630,2,34,5,1286759,veteran,478
338920475,1,34,38,9160046,veteran,291
339359770,1,34,5,10840613,intermediate,136
338287156,2,34,161,9872601,new,15
339435821,2,31,279,12598699,beginner,28
336211912,1,34,279,12748382,new,2
336420201,1,34,38,9766807,intermediate,126
336311377,1,34,1487,8621527,veteran,1
336505054,2,34,5,9280058,intermediate,86
338066352,1,34,38,12091916,beginner,13
337935841,2,31,161,12677268,new,1
336187470,1,34,5,4452966,veteran,226
339992300,1,31,38,11707478,intermediate,98
335916333,2,34,38,9252695,intermediate,64
336183775,1,31,5,11058227,beginner,15
338107380,1,34,38,11544147,beginner,12
337280343,1,31,161,9631935,intermediate,104
339643815,1,31,1487,12819493,new,8
335869932,2,31,5,12049734,beginner,31
337732896,3,34,38,12584210,new,3
338243584,3,34,279,9373911,veteran,62
336807692,1,31,5,12575921,new,9
339086273,1,31,279,9590291,intermediate,120
338091473,1,34,5,9615735,veteran,164
337142920,2,31,279,9093252,beginner,13
337397589,1,31,38,12765227,new,1
339503178,1,34,1487,12775394,new,2
340215097,1,31,38,11045664,new,6
338462265,2,31,5,659155,veteran,251
338070278,1,34,38,6411575,intermediate,38
336796524,2,34,161,9727883,veteran,91
335846856,1,34,161,12868815,new,0
335856359,1,34,5,10597067,intermediate,89
337744785,1,34,161,8029345,new,8
335899366,1,34,38,7990930,beginner,27
338846605,1,34,38,11369006,new,4
337924673,1,31,1487,10123267,beginner,1
338715260,2,34,5,7956593,veteran,415
339004556,1,34,279,7671092,veteran,67
336786549,1,34,5,10323850,beginner,53
336806529,1,34,5,6474483,veteran,357
337849800,1,34,279,12266054,beginner,6
340625148,1,34,38,11101863,intermediate,167
337390005,1,34,161,12667303,beginner,16
339900845,2,31,5,8051697,intermediate,295
339491717,1,34,5,10897641,veteran,279
336071156,2,31,38,12802326,new,0
337406926,1,34,38,12575982,beginner,16
340217102,1,34,38,10774998,new,11
340787733,1,34,1487,12623518,new,0
340469451,2,31,5,170449,veteran,1179
338472072,2,34,5,9197869,veteran,287
338465910,2,31,5,6160789,veteran,1079
338526804,1,34,38,7284437,beginner,15
338444044,1,31,161,12350457,new,0
336604299,1,31,1487,6545559,veteran,0
338734558,2,34,279,11014359,intermediate,16
338078501,2,31,5,8183303,intermediate,182
338090392,1,34,38,1683215,veteran,856
338442564,2,31,5,3346025,veteran,186
340634447,1,31,38,12247687,new,0
340585711,2,31,5,9028630,beginner,12
337043858,1,31,38,11298351,intermediate,65
337055022,1,34,5,12581902,beginner,4
336487872,1,34,38,10857032,new,11
339111570,2,31,1487,11219298,beginner,0
338595885,2,34,5,10858115,veteran,99
339496464,2,31,38,9181735,beginner,18
339290205,1,31,5,1145313,veteran,393
340373793,3,34,279,9114967,beginner,10
338442640,1,34,1487,9095915,intermediate,0
338460802,2,34,5,11278118,beginner,43
338396937,2,34,38,11476759,beginner,23
338512020,2,31,5,11065409,intermediate,3
336469546,2,34,5,12054729,beginner,15
335957242,1,34,161,12037795,new,0
336509925,2,34,38,6506154,intermediate,46
336153892,1,31,161,12210857,new,1
338763817,1,31,5,8844853,beginner,37
337138872,1,31,38,11945567,beginner,43
336347075,1,31,38,9220491,intermediate,28
339818611,3,31,279,9271272,intermediate,86
338027006,1,31,38,12284966,new,16
338116595,1,34,279,9894717,beginner,13
337701294,2,31,5,1361689,veteran,91
338785511,1,34,5,7504395,intermediate,103
338911112,1,34,38,6451591,new,17
337367321,2,31,5,6373685,intermediate,62
337036646,1,34,38,12164947,beginner,24
336058397,2,31,38,12339921,new,29
336805132,1,34,5,12753657,new,4
338881117,1,31,279,11773816,beginner,48
336769327,2,31,5,9216524,intermediate,17
339086181,1,31,38,10152512,intermediate,11
336428219,1,34,1487,12585725,beginner,0
335852363,2,34,5,788849,veteran,271
340119302,2,31,279,12585142,beginner,33
337392252,1,34,161,761289,veteran,116
337750601,1,31,5,8620380,intermediate,11
336578608,3,31,279,6562303,beginner,19
337377361,1,31,5,11266312,intermediate,75
338045725,1,34,5,3156609,veteran,821
338725679,2,34,5,10276003,intermediate,36
340517454,3,34,279,10715145,veteran,83
337719490,2,34,5,10675574,intermediate,90
337321836,1,34,38,12717643,new,12
339081458,2,34,38,9329488,intermediate,86
340479249,2,34,5,11263413,beginner,32
340580418,1,31,1487,9281321,intermediate,0
340612452,2,34,38,8682100,veteran,136
336510472,2,31,161,10940407,beginner,41
340530339,2,31,5,12678224,new,24
340367455,2,34,5,12335197,beginner,97
340453709,3,34,161,11877619,beginner,15
338907785,1,34,38,11598645,beginner,11
338267773,3,34,161,11903014,beginner,6
337995739,2,31,38,3094936,veteran,655
335864083,1,34,38,8060772,veteran,146
340711289,2,34,5,10321668,intermediate,56
337863376,2,34,5,12728245,new,2
337871538,1,31,5,12719256,new,0
336702351,2,31,5,8374963,veteran,164
336142236,3,34,161,10286650,veteran,68
337338126,1,34,5,12269698,beginner,3
337159144,1,34,1487,9187375,intermediate,0
336479940,3,34,279,9209368,beginner,29
336811757,2,31,38,11580500,intermediate,4
338676909,1,34,5,11876107,new,23
336465890,1,34,5,8568717,intermediate,69
338878865,1,34,38,12046309,intermediate,157
339994624,2,31,279,12121919,intermediate,91
340482214,2,31,5,6611026,intermediate,210
337094573,1,31,38,6134701,beginner,30
340312797,2,31,5,8589957,intermediate,43
336561769,1,31,5,9949655,beginner,69
337397235,1,31,38,9594264,beginner,20
338042501,1,34,1487,12432035,new,1
338498515,1,31,1487,12538016,new,2
340757544,1,34,279,11754149,new,0
340672693,1,34,38,11685041,beginner,24
336091849,1,31,161,6184710,beginner,16
338314536,2,34,38,9034459,intermediate,282
337178454,1,31,279,10759372,intermediate,77
338726361,1,31,5,12666411,new,13
338918956,1,31,38,9467827,intermediate,18
338416643,1,31,1487,8390492,veteran,0
338252593,1,31,279,12897356,new,0
336490160,1,34,1487,12838440,new,2
339115443,3,34,38,12529385,beginner,28
337275043,1,34,5,9904488,veteran,359
338109090,2,34,279,12191889,beginner,29
340440770,1,31,38,12697047,beginner,12
337149921,1,31,279,11560916,intermediate,83
340775646,1,31,1487,12472887,new,5
337484573,3,34,279,11554861,beginner,16
340420558,3,34,161,9361704,intermediate,64
340472133,1,31,5,7759757,veteran,318
340701827,1,34,5,10932756,beginner,20
337191687,1,34,1487,11682993,new,0
339201667,1,34,1487,11401636,new,0
336215945,1,34,279,12707722,new,2
339160648,1,34,1487,8231885,veteran,2
337603941,1,31,1487,6496928,beginner,1
337886992,2,34,38,12171487,beginner,21
337981123,1,31,5,10260196,intermediate,125
336380716,1,31,38,11765435,intermediate,10
337324679,3,31,279,9158547,veteran,22
336778318,1,34,1487,12369233,new,0
337250676,2,31,279,12227109,beginner,12
336682001,2,34,279,11185790,veteran,70
336709968,2,31,38,8538274,beginner,23
338625404,2,34,38,9094054,intermediate,70
337270357,2,31,38,1675410,veteran,44
338516056,1,31,1487,9307910,beginner,2
338005093,1,31,38,840357,intermediate,63
340232833,1,34,38,10622059,intermediate,57
337135979,2,34,5,1512598,veteran,306
335844909,1,34,279,10724687,intermediate,54
338105337,1,34,1487,12435268,beginner,7
337873035,1,34,38,673215,veteran,1503
339479305,2,34,5,11594021,beginner,20
337407744,1,34,161,11657932,beginner,23
338506201,2,34,5,9714388,intermediate,43
340299099,1,34,5,6481620,veteran,58
339629268,2,31,161,11559635,intermediate,68
337394011,2,34,161,10269384,intermediate,55
337718411,2,31,279,520632,veteran,156
337717678,2,31,5,9617758,intermediate,162
337822642,2,34,5,4809910,beginner,46
339709650,2,31,5,1246889,veteran,240
335936790,1,34,161,7952812,beginner,11
339914852,1,34,1487,11414962,new,0
338764668,2,31,5,9199726,intermediate,172
337651122,2,31,38,3750632,intermediate,52
336357165,1,34,38,7631750,veteran,106
336595122,1,34,5,7631750,veteran,79
336510049,2,34,161,9454653,beginner,10
339634396,1,34,5,10915936,intermediate,5
338321525,1,34,279,11506991,new,1
338679838,1,31,1487,1564851,veteran,0
338433620,2,31,5,8888714,intermediate,71
337361850,2,34,5,9738763,intermediate,39
337349230,1,31,5,11987590,intermediate,50
337378240,1,34,279,11045212,beginner,19
339271840,3,34,38,12813781,new,9
337796733,3,34,279,12131776,new,0
337547761,2,31,279,8345152,intermediate,33
336377460,1,31,161,10150300,veteran,423
337915723,2,34,161,6675185,veteran,145
336808330,1,31,38,11799734,new,5
340172966,3,31,279,9927807,veteran,16
340610586,2,34,38,10504873,intermediate,67
340113350,3,34,279,9312779,veteran,16
336886797,3,31,1487,10420311,beginner,0
336435289,1,31,279,630060,veteran,137
338442052,1,31,1487,9045363,new,1
336362917,2,31,38,9190265,intermediate,12
336772409,2,34,1487,9026473,veteran,1
335896831,2,34,5,11307360,intermediate,93
339335554,1,34,5,10149893,veteran,61
337149909,2,31,38,12667895,new,4
338564246,1,34,1487,12373445,new,0
340277951,1,31,279,9827385,veteran,106
339336781,2,31,5,9326405,intermediate,146
336810316,1,34,161,7514122,intermediate,54
339298139,1,31,5,8857324,intermediate,63
337391344,2,34,161,12011361,beginner,15
335894908,2,34,5,10676376,veteran,207
339676754,1,34,1487,12878352,new,2
340075018,1,31,1487,11971158,new,2
337908839,2,34,279,8857821,veteran,153
340296731,1,31,1487,12616141,new,1
340456089,1,31,38,2521388,intermediate,133
337078665,2,34,279,11396113,new,1
338905464,2,34,161,1403105,veteran,218
337618564,2,31,279,6834082,veteran,112
339332419,2,31,5,11950743,intermediate,92
337832528,2,31,5,11725290,beginner,88
337842626,2,31,38,1099166,veteran,539
338789627,1,34,5,10574126,intermediate,350
338095419,1,31,38,2881601,intermediate,58
336761583,1,31,1487,8550283,beginner,0
336614481,1,31,5,7830136,veteran,527
335864687,2,34,5,9018362,intermediate,69
336528525,1,34,1487,12610327,new,1
337510659,1,31,1487,7855752,veteran,2
