ORDER_DELIVERY_ID,ORDER_RATING
1.98088E+15,5
1.97569E+15,5
1.95212E+15,5
1.94221E+15,5
1.95579E+15,5
1.98457E+15,5
1.93425E+15,5
1.95016E+15,5
1.9712E+15,5
1.94226E+15,1
1.98542E+15,5
1.95556E+15,5
1.94056E+15,5
1.95505E+15,5
1.95292E+15,5
1.96405E+15,4
1.94267E+15,4
1.98528E+15,5
1.95426E+15,5
1.9634E+15,5
1.94792E+15,5
1.98392E+15,5
1.94375E+15,5
1.93328E+15,5
1.96029E+15,5
1.96877E+15,5
1.94937E+15,5
1.96976E+15,5
1.98441E+15,5
1.95196E+15,5
1.94558E+15,5
1.96123E+15,5
1.95189E+15,5
1.96623E+15,5
1.97622E+15,5
1.93741E+15,5
1.95945E+15,5
1.96815E+15,5
1.96862E+15,5
1.95976E+15,5
1.96946E+15,5
1.97718E+15,4
1.96944E+15,5
1.96069E+15,5
1.95107E+15,5
1.95043E+15,5
1.96626E+15,5
1.98481E+15,5
1.97637E+15,4
1.94319E+15,5
1.9869E+15,5
1.94563E+15,5
1.94381E+15,5
1.95225E+15,3
1.94309E+15,5
1.95038E+15,5
1.97029E+15,5
1.95343E+15,5
1.93698E+15,5
1.97678E+15,5
1.95758E+15,5
1.94484E+15,5
1.95287E+15,5
1.96124E+15,5
1.9782E+15,5
1.95266E+15,5
1.96697E+15,5
1.98718E+15,5
1.96852E+15,5
1.98433E+15,5
1.96704E+15,5
1.96076E+15,5
1.97738E+15,5
1.95394E+15,5
1.98463E+15,5
1.94161E+15,2
1.97018E+15,4
1.96047E+15,5
1.95331E+15,5
1.94481E+15,5
1.98585E+15,5
1.98691E+15,5
1.96079E+15,5
1.93505E+15,5
1.93262E+15,5
1.95993E+15,5
1.97747E+15,5
1.95298E+15,5
1.98649E+15,5
1.98569E+15,5
1.97744E+15,5
1.96848E+15,5
1.96847E+15,5
1.94215E+15,5
1.94425E+15,5
1.9863E+15,4
1.95925E+15,5
1.94925E+15,5
1.97546E+15,5
1.97028E+15,5
1.96876E+15,5
1.96826E+15,5
1.93437E+15,5
1.97066E+15,5
1.97852E+15,5
1.95193E+15,3
1.97792E+15,5
1.97056E+15,5
1.98554E+15,5
1.95322E+15,5
1.95973E+15,1
1.97551E+15,5
1.97611E+15,5
1.98522E+15,5
1.95278E+15,5
1.97571E+15,5
1.93148E+15,5
1.94646E+15,5
1.9704E+15,2
1.9442E+15,5
1.94225E+15,5
1.95188E+15,5
1.96935E+15,5
1.92658E+15,5
1.96187E+15,5
1.98691E+15,5
1.94611E+15,5
1.93222E+15,5
1.96171E+15,5
1.96799E+15,5
1.96992E+15,5
1.92675E+15,5
1.98633E+15,5
1.95288E+15,5
1.93281E+15,5
1.97754E+15,5
1.97695E+15,5
1.93313E+15,5
1.93493E+15,5
1.9417E+15,4
1.93127E+15,5
1.95128E+15,5
1.94891E+15,5
1.96931E+15,5
1.95178E+15,5
1.95147E+15,5
1.98662E+15,5
1.93308E+15,5
1.96051E+15,5
1.95173E+15,5
1.95859E+15,5
1.95718E+15,5
1.94307E+15,5
1.95809E+15,5
1.92083E+15,5
1.98588E+15,5
1.97179E+15,5
1.95129E+15,5
1.933E+15,5
1.96752E+15,5
1.96628E+15,5
1.96715E+15,4
1.93681E+15,5
1.98591E+15,5
1.9453E+15,5
1.94534E+15,5
1.96704E+15,5
1.96179E+15,5
1.9433E+15,5
1.95982E+15,5
1.95999E+15,5
1.96982E+15,5
1.96719E+15,5
1.96824E+15,5
1.96017E+15,5
1.94164E+15,5
1.9675E+15,5
1.96894E+15,5
1.97817E+15,5
1.95516E+15,5
1.95313E+15,5
1.95761E+15,5
1.95222E+15,5
1.98623E+15,5
1.97208E+15,5
1.96948E+15,5
1.95005E+15,5
1.97855E+15,2
1.96772E+15,5
1.97824E+15,5
1.9611E+15,5
1.93353E+15,1
1.93513E+15,5
1.98844E+15,5
1.98359E+15,5
1.97784E+15,5
1.98633E+15,4
1.96106E+15,5
1.96153E+15,5
1.98784E+15,5
1.95812E+15,5
1.97807E+15,5
1.9796E+15,5
1.95105E+15,5
1.95852E+15,5
1.94167E+15,5
1.98573E+15,5
1.96882E+15,5
1.95438E+15,4
1.93486E+15,5
1.93444E+15,5
1.98597E+15,5
1.9597E+15,5
1.98662E+15,5
1.96163E+15,5
1.95114E+15,5
1.95219E+15,5
1.94272E+15,5
1.93193E+15,2
1.95121E+15,1
1.94932E+15,5
1.98497E+15,5
1.96874E+15,5
1.92904E+15,5
1.97731E+15,5
1.96488E+15,5
1.94883E+15,5
1.93215E+15,5
1.98458E+15,1
1.94419E+15,5
1.96976E+15,4
1.95524E+15,5
1.94646E+15,5
1.96785E+15,5
1.95513E+15,5
1.94293E+15,5
1.96873E+15,5
1.94408E+15,5
1.96159E+15,5
1.96744E+15,5
1.978E+15,5
1.93593E+15,5
1.94207E+15,5
1.95385E+15,5
1.98597E+15,5
1.98505E+15,5
1.9721E+15,5
1.9518E+15,5
1.96131E+15,5
1.96887E+15,5
1.98715E+15,5
1.96992E+15,5
1.95802E+15,5
1.97716E+15,5
1.96168E+15,5
1.95999E+15,5
1.94422E+15,5
1.95069E+15,5
1.97969E+15,5
1.95811E+15,5
1.92861E+15,5
1.94261E+15,5
1.98708E+15,5
1.95494E+15,5
1.93544E+15,5
1.9352E+15,5
1.96972E+15,5
1.95904E+15,5
1.97735E+15,5
1.95118E+15,5
1.9347E+15,5
1.96097E+15,5
1.94169E+15,5
1.95464E+15,5
1.93263E+15,5
1.97756E+15,2
1.97921E+15,5
1.98637E+15,5
1.96895E+15,5
1.95536E+15,5
1.98494E+15,4
1.94297E+15,5
1.9802E+15,5
1.96728E+15,5
1.97604E+15,5
1.95056E+15,5
1.98394E+15,5
1.95429E+15,5
1.96133E+15,5
1.93472E+15,5
1.97498E+15,5
1.95244E+15,4
1.9599E+15,5
1.95488E+15,5
1.9531E+15,5
1.95877E+15,5
1.92809E+15,5
1.96928E+15,5
1.95881E+15,5
1.98471E+15,5
1.95897E+15,5
1.94249E+15,4
1.97706E+15,5
1.96319E+15,3
1.98061E+15,4
1.98477E+15,5
1.93265E+15,5
1.9699E+15,5
1.93508E+15,5
1.97804E+15,5
1.95369E+15,5
1.96602E+15,5
1.95161E+15,4
1.94472E+15,5
1.9868E+15,5
1.97567E+15,5
1.97934E+15,5
1.96064E+15,5
1.95273E+15,5
1.96119E+15,3
1.95435E+15,5
1.97911E+15,5
1.9666E+15,5
1.98665E+15,5
1.98403E+15,5
1.95921E+15,5
1.96907E+15,5
1.93194E+15,5
1.93474E+15,5
1.95865E+15,5
1.9286E+15,5
1.98452E+15,1
1.96716E+15,5
1.98423E+15,5
1.97827E+15,5
1.94516E+15,5
1.96796E+15,5
1.96827E+15,5
1.93439E+15,5
1.98581E+15,5
1.9429E+15,5
1.92671E+15,5
1.96384E+15,5
1.95047E+15,5
1.97711E+15,5
1.978E+15,5
1.98747E+15,5
1.97993E+15,1
1.9675E+15,5
1.95258E+15,5
1.9665E+15,5
1.93596E+15,5
1.93373E+15,5
1.95986E+15,5
1.96842E+15,5
1.94273E+15,5
1.96229E+15,5
1.97569E+15,5
1.98341E+15,4
1.94032E+15,5
1.96074E+15,5
1.97769E+15,5
1.96001E+15,5
1.94378E+15,5
1.94632E+15,5
1.96923E+15,5
1.95305E+15,5
1.93526E+15,5
1.95293E+15,5
1.98468E+15,5
1.94163E+15,5
1.94549E+15,5
1.98754E+15,5
1.94949E+15,5
1.95223E+15,5
1.96271E+15,5
1.98625E+15,5
1.96019E+15,5
1.95345E+15,5
1.97664E+15,3
1.98554E+15,5
1.9611E+15,5
1.98667E+15,5
1.98532E+15,5
1.93508E+15,4
1.9366E+15,5
1.95914E+15,5
1.96055E+15,5
1.95701E+15,5
1.97739E+15,5
1.93603E+15,5
1.96889E+15,5
1.95325E+15,5
1.93346E+15,5
1.96702E+15,4
1.97687E+15,3
1.95037E+15,5
1.97771E+15,5
1.94431E+15,5
1.94534E+15,5
1.96776E+15,5
1.94113E+15,5
1.97274E+15,5
1.98659E+15,5
1.96035E+15,3
1.95229E+15,5
1.97905E+15,5
1.95269E+15,5
1.97774E+15,5
1.91729E+15,5
1.97843E+15,5
1.94374E+15,5
1.95048E+15,5
1.97595E+15,5
1.96792E+15,5
1.95247E+15,5
1.96274E+15,5
1.95419E+15,5
1.96911E+15,5
1.94956E+15,5
1.9412E+15,5
1.98653E+15,3
1.92857E+15,5
1.93737E+15,5
1.9805E+15,5
1.97662E+15,5
1.97085E+15,5
1.94477E+15,4
1.95993E+15,5
1.98559E+15,5
1.95144E+15,5
1.95714E+15,5
1.97748E+15,5
1.95315E+15,5
1.934E+15,5
1.95362E+15,5
1.96755E+15,5
1.94263E+15,2
1.93365E+15,5
1.98843E+15,3
1.94689E+15,4
1.98402E+15,5
1.98703E+15,5
1.95945E+15,5
1.96926E+15,5
1.98028E+15,5
1.9531E+15,5
1.94216E+15,4
1.95454E+15,5
1.96106E+15,5
1.97173E+15,5
1.94892E+15,5
1.9502E+15,5
1.9591E+15,5
1.96973E+15,4
1.98519E+15,4
1.9693E+15,5
1.98637E+15,5
1.96845E+15,5
1.98581E+15,5
1.96165E+15,4
1.96192E+15,5
1.97098E+15,5
1.97532E+15,5
1.9425E+15,5
1.97538E+15,5
1.95303E+15,5
1.9783E+15,5
1.98061E+15,5
1.98699E+15,5
1.93714E+15,5
1.9617E+15,5
1.96182E+15,5
1.93898E+15,5
1.94176E+15,2
1.94342E+15,3
1.9775E+15,5
1.94197E+15,5
1.96176E+15,5
1.92788E+15,5
1.93282E+15,5
1.93636E+15,3
1.94405E+15,5
1.96788E+15,5
1.98636E+15,5
1.96245E+15,5
1.98434E+15,5
1.97783E+15,5
1.9319E+15,5
1.93316E+15,5
1.96198E+15,5
1.93422E+15,5
1.9416E+15,5
1.97006E+15,4
1.93618E+15,5
1.96799E+15,5
1.97545E+15,5
1.94094E+15,5
1.94262E+15,5
1.96066E+15,5
1.94401E+15,5
1.97061E+15,1
1.95408E+15,5
1.94105E+15,5
1.96101E+15,5
1.95106E+15,5
1.98533E+15,5
1.96687E+15,5
1.96935E+15,5
1.95836E+15,5
1.94972E+15,5
1.96116E+15,5
1.98054E+15,5
1.95014E+15,5
1.93398E+15,5
1.97E+15,5
1.94266E+15,5
1.95874E+15,5
1.96843E+15,5
1.97276E+15,5
1.98632E+15,5
1.94323E+15,2
1.94453E+15,5
1.96872E+15,5
1.94237E+15,5
1.96838E+15,5
1.97235E+15,5
1.95199E+15,5
1.97773E+15,5
1.9579E+15,5
1.93663E+15,5
1.95828E+15,5
1.9691E+15,5
1.97718E+15,5
1.9764E+15,5
1.93569E+15,5
1.96114E+15,2
1.95923E+15,5
1.94292E+15,5
1.9695E+15,5
1.9676E+15,5
1.96043E+15,5
1.97632E+15,5
1.90544E+15,5
1.96774E+15,5
1.95241E+15,5
1.97799E+15,5
1.93819E+15,5
1.95985E+15,5
1.9416E+15,5
1.94107E+15,5
1.97667E+15,5
1.95101E+15,5
1.95142E+15,5
1.96147E+15,5
1.9416E+15,5
1.98676E+15,5
1.98437E+15,5
1.9886E+15,5
1.9513E+15,5
1.93671E+15,5
1.97097E+15,3
1.94216E+15,5
1.95851E+15,5
1.96776E+15,5
1.93491E+15,5
1.95174E+15,5
1.94466E+15,5
1.96949E+15,4
1.95459E+15,5
1.97651E+15,5
1.95284E+15,5
1.97624E+15,5
1.98686E+15,5
1.97955E+15,5
1.96804E+15,5
1.9782E+15,5
1.97587E+15,5
1.95233E+15,5
1.96975E+15,5
1.97557E+15,5
1.96874E+15,5
1.94457E+15,5
1.98515E+15,5
1.98618E+15,5
1.93726E+15,5
1.93494E+15,5
1.93316E+15,5
1.97147E+15,4
1.95065E+15,5
1.96135E+15,5
1.97937E+15,5
1.93637E+15,5
1.9416E+15,5
1.98577E+15,5
1.94339E+15,5
1.94112E+15,5
1.93606E+15,5
1.97777E+15,5
1.9631E+15,5
1.93398E+15,5
1.96714E+15,5
1.95872E+15,5
1.95934E+15,5
1.9853E+15,5
1.97115E+15,5
1.98384E+15,5
1.94444E+15,1
1.97164E+15,5
1.9705E+15,5
1.93242E+15,5
1.96863E+15,5
1.92765E+15,5
1.96703E+15,5
1.95895E+15,4
1.97097E+15,5
1.94599E+15,5
1.93395E+15,5
1.98763E+15,5
1.94462E+15,5
1.95275E+15,5
1.95087E+15,5
1.95785E+15,5
1.97808E+15,5
1.95119E+15,5
1.96904E+15,4
1.96681E+15,5
1.98566E+15,5
1.94313E+15,5
1.95934E+15,5
1.98463E+15,5
1.9374E+15,5
1.976E+15,3
1.9283E+15,5
1.95956E+15,5
1.94364E+15,5
1.94199E+15,5
1.98037E+15,5
1.94453E+15,5
1.9854E+15,5
1.96221E+15,3
1.98488E+15,5
1.94976E+15,5
1.95969E+15,5
1.96765E+15,5
1.97593E+15,5
1.94988E+15,5
1.95764E+15,5
1.96938E+15,5
1.97684E+15,5
1.98454E+15,5
1.97637E+15,5
1.93327E+15,5
1.96922E+15,4
1.96927E+15,5
1.95995E+15,4
1.95436E+15,5
1.9787E+15,5
1.9879E+15,5
1.95198E+15,5
1.98516E+15,4
1.95163E+15,5
1.94146E+15,5
1.92939E+15,5
1.96756E+15,5
1.93324E+15,5
1.93483E+15,5
1.9805E+15,5
1.9444E+15,5
1.98786E+15,5
1.92862E+15,5
1.97074E+15,5
1.93591E+15,5
1.962E+15,3
1.96156E+15,5
1.96075E+15,5
1.96092E+15,5
1.9433E+15,5
1.95283E+15,5
1.9764E+15,5
1.9515E+15,5
1.94018E+15,5
1.98848E+15,5
1.95175E+15,5
1.9523E+15,5
1.97711E+15,5
1.9586E+15,5
1.94533E+15,5
1.96732E+15,5
1.95047E+15,5
1.96915E+15,5
1.95467E+15,5
1.96132E+15,5
1.97188E+15,5
1.92837E+15,4
1.98802E+15,5
1.93552E+15,5
1.97662E+15,5
1.97646E+15,5
1.93644E+15,5
1.95999E+15,1
1.98515E+15,5
1.96217E+15,5
1.93729E+15,3
1.93345E+15,5
1.9855E+15,5
1.95108E+15,5
1.94583E+15,5
1.93217E+15,5
1.95999E+15,5
1.97145E+15,5
1.98613E+15,5
1.95864E+15,5
1.94129E+15,5
1.9428E+15,5
1.94152E+15,4
1.94156E+15,5
1.94071E+15,5
1.93439E+15,5
1.94129E+15,5
1.97961E+15,5
1.93442E+15,5
1.94251E+15,5
1.97297E+15,5
1.95916E+15,5
1.9852E+15,5
1.96083E+15,5
1.95985E+15,5
1.97826E+15,4
1.97023E+15,5
1.96119E+15,5
1.98477E+15,5
1.97203E+15,5
1.94244E+15,5
1.96155E+15,5
1.93419E+15,5
1.94981E+15,5
1.98782E+15,5
1.96808E+15,5
1.95024E+15,5
1.9499E+15,5
1.94327E+15,5
1.96916E+15,5
1.97836E+15,5
1.96033E+15,5
1.96747E+15,4
1.953E+15,5
1.93379E+15,5
1.96766E+15,5
1.93554E+15,5
1.96349E+15,4
1.972E+15,5
1.94407E+15,5
1.9612E+15,4
1.95502E+15,4
1.97568E+15,5
1.92902E+15,5
1.9445E+15,5
1.94424E+15,5
1.96085E+15,5
1.94187E+15,5
1.9769E+15,5
1.98621E+15,5
1.94227E+15,5
1.93653E+15,5
1.9271E+15,5
1.96954E+15,5
1.9672E+15,5
1.97159E+15,5
1.94962E+15,5
1.94391E+15,5
1.97792E+15,5
1.97825E+15,5
1.96549E+15,5
1.95813E+15,5
1.98761E+15,5
1.96961E+15,5
1.96008E+15,5
1.93351E+15,5
1.95137E+15,5
1.98038E+15,5
1.94284E+15,5
1.96902E+15,5
1.93501E+15,5
1.93607E+15,5
1.98596E+15,5
1.93319E+15,5
1.97736E+15,5
1.96786E+15,5
1.98503E+15,5
1.96391E+15,5
1.97051E+15,5
1.9416E+15,5
1.95206E+15,5
1.94294E+15,5
1.95832E+15,5
1.95117E+15,5
1.98526E+15,5
1.92539E+15,5
1.95265E+15,5
1.93424E+15,5
1.94536E+15,5
1.91143E+15,5
1.94113E+15,1
1.94095E+15,5
1.96046E+15,5
1.95967E+15,5
1.93845E+15,5
1.95229E+15,5
1.98647E+15,5
1.98569E+15,5
1.94461E+15,5
1.98491E+15,5
1.94262E+15,5
1.96158E+15,5
1.96788E+15,5
1.9757E+15,5
1.93207E+15,5
1.95763E+15,5
1.96799E+15,5
1.97934E+15,5
1.96156E+15,5
1.9613E+15,5
1.95798E+15,5
1.97648E+15,5
1.9515E+15,5
1.96953E+15,5
1.95236E+15,4
1.93442E+15,5
1.96719E+15,4
1.97555E+15,5
1.97577E+15,5
1.98422E+15,5
1.95774E+15,2
1.9403E+15,5
1.94141E+15,5
1.92672E+15,5
1.93256E+15,1
1.97482E+15,5
1.94948E+15,5
1.94291E+15,5
1.95141E+15,5
1.98651E+15,5
1.93655E+15,5
1.95959E+15,5
1.98624E+15,5
1.94469E+15,5
1.96899E+15,5
1.96374E+15,5
1.93622E+15,5
1.95024E+15,5
1.93445E+15,5
1.95924E+15,5
1.97943E+15,5
1.94923E+15,5
1.94118E+15,5
1.98531E+15,5
1.94233E+15,5
1.98018E+15,5
1.98643E+15,5
1.97853E+15,5
1.94093E+15,5
1.9769E+15,5
1.96782E+15,5
1.94541E+15,5
1.96152E+15,5
1.95881E+15,5
1.98471E+15,5
1.95269E+15,5
1.96606E+15,5
1.97667E+15,5
1.95437E+15,5
1.9597E+15,5
1.98769E+15,5
1.96187E+15,5
1.95864E+15,5
1.9787E+15,3
1.95983E+15,5
1.94083E+15,5
1.97556E+15,5
1.96748E+15,5
1.97697E+15,5
1.96753E+15,5
1.93192E+15,5
1.98438E+15,5
1.9336E+15,5
1.97875E+15,5
1.97734E+15,5
1.96744E+15,5
1.95085E+15,5
1.93469E+15,5
1.96056E+15,5
1.93256E+15,5
1.95766E+15,5
1.96441E+15,5
1.96032E+15,5
1.93349E+15,5
1.93336E+15,5
1.97046E+15,5
1.98397E+15,5
1.96274E+15,5
1.98679E+15,5
1.96874E+15,5
1.94193E+15,5
1.96964E+15,5
1.95113E+15,5
1.94307E+15,5
1.94279E+15,5
1.97686E+15,5
1.98583E+15,5
1.9439E+15,5
1.9494E+15,5
1.94593E+15,1
1.9454E+15,1
1.92715E+15,4
1.94958E+15,5
1.97002E+15,5
1.93859E+15,5
1.9603E+15,5
1.93518E+15,5
1.96726E+15,5
1.97786E+15,3
1.94992E+15,5
1.95256E+15,5
1.9453E+15,5
1.9603E+15,5
1.95234E+15,5
1.97657E+15,5
1.95042E+15,5
1.98014E+15,4
1.98452E+15,5
1.95992E+15,5
1.92602E+15,5
1.9792E+15,5
1.9355E+15,5
1.95892E+15,5
1.94381E+15,5
1.97651E+15,5
1.94258E+15,5
1.98456E+15,5
1.98531E+15,5
1.95207E+15,5
1.97693E+15,5
1.97688E+15,5
1.96792E+15,5
1.97828E+15,5
1.97133E+15,5
1.94986E+15,5
1.95517E+15,5
1.9779E+15,5
1.97717E+15,5
1.94998E+15,5
1.93253E+15,5
1.96193E+15,5
1.97054E+15,5
1.94413E+15,5
1.98711E+15,5
1.93662E+15,5
1.91827E+15,5
1.97535E+15,5
1.94239E+15,5
1.93514E+15,5
1.92877E+15,5
1.93555E+15,5
1.94915E+15,5
1.96782E+15,5
1.94306E+15,4
1.96012E+15,4
1.96706E+15,5
1.93493E+15,5
1.96652E+15,1
1.93036E+15,3
1.96898E+15,5
1.95102E+15,5
1.9704E+15,5
1.96091E+15,5
1.93285E+15,5
1.94114E+15,5
1.9421E+15,5
1.93438E+15,5
1.96274E+15,5
1.94474E+15,5
1.9797E+15,5
1.98412E+15,5
1.9519E+15,5
1.95956E+15,1
1.93554E+15,5
1.95928E+15,5
1.97117E+15,5
1.9356E+15,5
1.98567E+15,5
1.98673E+15,5
1.94642E+15,5
1.93214E+15,5
1.97954E+15,5
1.94259E+15,5
1.97647E+15,4
1.96845E+15,5
1.9693E+15,5
1.98731E+15,5
1.9839E+15,5
1.96811E+15,5
1.96943E+15,5
1.98815E+15,5
1.95293E+15,5
1.96943E+15,5
1.95061E+15,5
1.98438E+15,5
1.97582E+15,5
1.95121E+15,5
1.94524E+15,5
1.98569E+15,5
1.95905E+15,5
1.94165E+15,5
1.93176E+15,5
1.93697E+15,5
1.94064E+15,5
1.98764E+15,5
1.98699E+15,5
1.96861E+15,1
1.95049E+15,3
1.95484E+15,5
1.97927E+15,5
1.94169E+15,5
1.97839E+15,5
1.94489E+15,5
1.94612E+15,5
1.95391E+15,5
1.98764E+15,4
1.94306E+15,1
1.97644E+15,5
1.96939E+15,5
1.95921E+15,5
1.92307E+15,5
1.98687E+15,5
1.96983E+15,5
1.98696E+15,5
1.9367E+15,5
1.94315E+15,5
1.95441E+15,5
1.95346E+15,5
1.98652E+15,5
1.94161E+15,5
1.95851E+15,5
1.95999E+15,5
1.93321E+15,5
1.95055E+15,5
1.95235E+15,4
1.96901E+15,5
1.95058E+15,5
1.96136E+15,5
1.94521E+15,5
1.97984E+15,5
1.9768E+15,5
1.98176E+15,5
1.96081E+15,5
1.97795E+15,5
1.92697E+15,5
1.90989E+15,5
1.97575E+15,5
1.95801E+15,5
1.93332E+15,5
1.93257E+15,5
1.9851E+15,5
1.95034E+15,5
1.95194E+15,5
1.92893E+15,5
1.98568E+15,5
1.93187E+15,5
1.95999E+15,5
1.9404E+15,5
1.95929E+15,5
1.98622E+15,5
1.96913E+15,5
1.93388E+15,5
1.95457E+15,5
1.95963E+15,5
1.9703E+15,5
1.96785E+15,5
1.96986E+15,5
1.97704E+15,5
1.96755E+15,4
1.93446E+15,5
1.94602E+15,5
1.95003E+15,5
1.95284E+15,5
1.94997E+15,5
1.93351E+15,5
1.95128E+15,5
1.94296E+15,5
1.95943E+15,5
1.96742E+15,5
1.9666E+15,5
1.98614E+15,5
1.98508E+15,5
1.94418E+15,3
1.97026E+15,5
1.88364E+15,5
1.98372E+15,5
1.95932E+15,5
1.9332E+15,3
1.94224E+15,5
1.96996E+15,4
1.93539E+15,5
1.95327E+15,5
1.9375E+15,5
